system,task_role,source_credit_label,queries,within_label_component_units,mrr,recall_at_1,recall_at_5,recall_at_10,ndcg_at_10,median_true_label_rank,most_common_incorrect_top1_source_credit_label,share_of_incorrect_group_weight_for_common_top1
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Korn,25,25,0.415154,0.360000,0.440000,0.520000,0.424809,7.000000,天府事变CDREV,0.125000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,梁老师Tsong,39,38,0.334336,0.236842,0.394737,0.500000,0.357129,9.000000,李大奔BENZO,0.137931
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,木秦,34,34,0.444882,0.323529,0.617647,0.705882,0.501732,3.000000,天府事变CDREV,0.130435
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,孔令奇,32,32,0.353509,0.218750,0.468750,0.593750,0.396836,6.000000,王嘉尔,0.120000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,鹿奇,42,42,0.566691,0.523810,0.642857,0.642857,0.578369,1.000000,C-Block,0.100000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,ROB93,17,17,0.355300,0.294118,0.411765,0.411765,0.353987,17.000000,APMOZART,0.166667
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,泰格西,22,22,0.412901,0.318182,0.590909,0.590909,0.445068,5.000000,APMOZART,0.200000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,王晨宇IceCraz,47,47,0.309076,0.212766,0.361702,0.531915,0.343158,10.000000,张雪飞,0.081081
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Green Soldier,10,10,0.279991,0.200000,0.300000,0.400000,0.294639,16.000000,V.O.B.,0.250000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,傲傲,40,40,0.354113,0.200000,0.525000,0.575000,0.393732,4.000000,YuGo,0.125000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,CJ BAda$$ (希介),27,27,0.452210,0.333333,0.629630,0.703704,0.502355,4.000000,TOYOKI,0.111111
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,花生,12,12,0.177058,0.083333,0.250000,0.333333,0.202663,39.000000,乃万,0.181818
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,刀脚,23,23,0.475797,0.304348,0.826087,0.826087,0.555816,3.000000,G Sauce,0.375000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,河南说唱之神,46,46,0.770134,0.717391,0.869565,0.913043,0.801615,1.000000,张雪飞,0.230769
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,C-Block,43,42,0.393053,0.285714,0.440476,0.666667,0.442060,7.000000,张雪飞,0.100000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,V.O.B.,15,15,0.672566,0.533333,0.800000,0.800000,0.701581,1.000000,Green Soldier,0.285714
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,土人儿,21,21,0.263201,0.190476,0.238095,0.380952,0.270318,16.000000,MULA SAKEE,0.235294
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Surfosho,7,7,0.239428,0.142857,0.285714,0.428571,0.278056,30.000000,neverkilltheape,0.333333
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,满舒克,33,33,0.326860,0.151515,0.515152,0.666667,0.397605,5.000000,李大奔BENZO,0.107143
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,金熙宇,16,16,0.049788,0.000000,0.062500,0.062500,0.026917,28.000000,杀手耗,0.187500
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Ice Paper,32,32,0.209585,0.031250,0.468750,0.562500,0.287045,6.000000,刘柄鑫,0.161290
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,ljz329,11,11,0.141791,0.090909,0.181818,0.181818,0.136364,51.000000,Mercy(lago),0.200000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,AR,36,36,0.822350,0.777778,0.888889,0.888889,0.835539,1.000000,王嘉尔,0.125000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,黄昭,24,24,0.324551,0.208333,0.500000,0.541667,0.360449,5.000000,张雪飞,0.157895
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Over$ize,16,16,0.737019,0.687500,0.750000,0.812500,0.749196,1.000000,AR,0.200000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,直火帮,39,39,0.759280,0.641026,0.948718,0.974359,0.811303,1.000000,Nxmad诺曼得,0.214286
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,爽子,17,17,0.903799,0.882353,0.941176,0.941176,0.911765,1.000000,梁老师Tsong,0.500000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Nasty Ray,6,6,0.192962,0.166667,0.166667,0.166667,0.166667,23.000000,天府事变CDREV,0.400000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,望江晴,18,18,0.147935,0.055556,0.166667,0.444444,0.202706,14.000000,天府事变CDREV,0.117647
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Jony J,42,42,0.830393,0.809524,0.833333,0.880952,0.841508,1.000000,天府事变CDREV,0.125000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,SASIOVERLXRD,26,26,0.458922,0.384615,0.538462,0.653846,0.497638,4.000000,G Sauce,0.125000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,张昊,15,15,0.105366,0.000000,0.266667,0.266667,0.128712,26.000000,刘柄鑫,0.266667
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,秃子,20,20,0.707739,0.650000,0.750000,0.750000,0.713093,1.000000,张大炮,0.285714
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,方仔,32,31,0.363542,0.290323,0.403226,0.580645,0.402008,6.000000,张雪飞,0.272727
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,404 Rapper,23,23,0.132183,0.086957,0.130435,0.217391,0.137899,57.000000,NOTTIBO1,0.095238
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,金蛇 traphouse,6,6,0.552850,0.500000,0.500000,0.833333,0.614923,1.000000,CJ BAda$$ (希介),0.333333
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,老黑Black J,11,11,0.347119,0.272727,0.454545,0.545455,0.386013,8.000000,Jony J,0.250000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,坚强的小黄瓜,41,41,0.661641,0.536585,0.829268,0.853659,0.706836,1.000000,张雪飞,0.210526
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,C-Low,28,28,0.447245,0.357143,0.571429,0.714286,0.500048,4.000000,王嘉尔,0.166667
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,thomeboydontkill,21,21,0.197773,0.142857,0.190476,0.380952,0.220961,16.000000,APMOZART,0.222222
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,MULA SAKEE,33,33,0.916787,0.878788,0.939394,1.000000,0.936249,1.000000,APMOZART,0.500000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,DBL.D,12,12,0.051031,0.000000,0.083333,0.166667,0.059978,40.000000,Nxmad诺曼得,0.166667
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,刘聪 (Key.L),35,35,0.536253,0.428571,0.600000,0.742857,0.575842,2.000000,C-Block,0.150000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Max马俊,14,14,0.332694,0.214286,0.428571,0.500000,0.363942,7.000000,小鸭哥,0.181818
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,连麻Swimming,26,26,0.430540,0.269231,0.615385,0.653846,0.473732,3.000000,李尔新,0.157895
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,OWVRO老弟,23,23,0.390416,0.304348,0.521739,0.565217,0.420262,5.000000,雲道,0.187500
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Vava,26,26,0.098830,0.038462,0.153846,0.230769,0.113433,35.000000,王嘉尔,0.120000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,KKLUV,27,27,0.391574,0.222222,0.555556,0.666667,0.445982,3.000000,那奇沃夫,0.142857
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,孤矢,37,37,0.442716,0.324324,0.513514,0.675676,0.486066,3.000000,张雪飞,0.200000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Turbo嗣尧,20,20,0.044650,0.000000,0.000000,0.100000,0.030825,21.000000,王嘉尔,0.150000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,李尔新,32,32,0.375263,0.250000,0.562500,0.687500,0.441741,5.000000,G Sauce,0.083333
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,YuGo,33,33,0.472923,0.333333,0.666667,0.787879,0.540327,3.000000,APMOZART,0.181818
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Regi 陈彦希,12,12,0.044274,0.000000,0.000000,0.083333,0.025086,24.000000,王嘉尔,0.416667
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,正义感,18,18,0.282447,0.111111,0.388889,0.444444,0.306159,11.000000,Jony J,0.312500
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,southsidesamurai,12,12,0.363976,0.250000,0.500000,0.750000,0.447657,5.000000,爽子,0.222222
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,滇声气,23,23,0.600379,0.521739,0.652174,0.782609,0.636475,1.000000,雲道,0.181818
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,新街口组合,26,26,0.543949,0.384615,0.730769,0.730769,0.583555,2.000000,张雪飞,0.312500
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,YOUNG,21,21,0.367708,0.285714,0.428571,0.523810,0.395521,9.000000,G Sauce,0.200000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,杨布拉德,42,42,0.757933,0.714286,0.809524,0.857143,0.776326,1.000000,天府事变CDREV,0.166667
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,TY,27,27,0.269913,0.148148,0.370370,0.555556,0.327512,8.000000,刘柄鑫,0.130435
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,恶童,33,33,0.443690,0.333333,0.606061,0.696970,0.495807,4.000000,雲道,0.136364
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,班比 Bambii,41,41,0.658315,0.560976,0.731707,0.902439,0.711190,1.000000,MULA SAKEE,0.222222
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,S1,14,14,0.229635,0.214286,0.214286,0.214286,0.214286,50.000000,张雪飞,0.181818
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,neverkilltheape,15,15,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Kzoo,43,42,0.660192,0.595238,0.761905,0.809524,0.690461,1.000000,APMOZART,0.117647
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,罗言,21,21,0.230523,0.095238,0.380952,0.523810,0.284588,8.000000,张雪飞,0.315789
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,阿斯巴田,42,42,0.307335,0.142857,0.452381,0.666667,0.380302,8.000000,张雪飞,0.111111
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,笑男孩,28,27,0.149751,0.074074,0.148148,0.333333,0.174534,20.000000,爽子,0.120000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,黑麦,33,33,0.639342,0.606061,0.696970,0.696970,0.649953,1.000000,张雪飞,0.153846
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,张大炮,42,42,0.796592,0.785714,0.809524,0.809524,0.794925,1.000000,APMOZART,0.111111
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Rich4ever,29,29,0.739718,0.655172,0.862069,0.931034,0.784522,1.000000,李大奔BENZO,0.200000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,二狗子,22,22,0.827113,0.818182,0.818182,0.818182,0.818182,1.000000,新街口组合,0.250000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,FAC-D12,25,25,0.529599,0.480000,0.560000,0.600000,0.534045,2.000000,直火帮,0.153846
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,法老,39,39,0.606360,0.538462,0.692308,0.794872,0.646056,1.000000,张雪飞,0.222222
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,HAS,38,38,0.588933,0.473684,0.736842,0.868421,0.653185,2.000000,张雪飞,0.150000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,NOTTIBO1,22,22,0.777004,0.636364,0.954545,0.954545,0.822060,1.000000,王嘉尔,0.375000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Busta Z,28,28,0.483290,0.392857,0.571429,0.642857,0.512187,2.000000,Mercy(lago),0.117647
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Athree,22,22,0.233150,0.181818,0.272727,0.318182,0.243233,37.000000,AR,0.166667
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,赵山河,31,31,0.523511,0.387097,0.645161,0.709677,0.567361,2.000000,张大炮,0.315789
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Gm仙,27,27,0.769165,0.666667,0.888889,0.888889,0.797175,1.000000,阿童木,0.222222
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,PO8,39,39,0.699103,0.589744,0.820513,0.923077,0.751998,1.000000,天府事变CDREV,0.187500
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,斯威特,40,40,0.624113,0.575000,0.700000,0.775000,0.653844,1.000000,张雪飞,0.235294
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,八口8uck,33,33,0.403500,0.242424,0.636364,0.727273,0.471064,4.000000,APMOZART,0.160000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,艾热 AIR,22,22,0.241112,0.136364,0.318182,0.454545,0.277438,11.000000,福克斯,0.105263
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,大狗,21,21,0.372348,0.238095,0.476190,0.666667,0.429593,6.000000,新街口组合,0.187500
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,龙胆紫,10,10,0.224439,0.100000,0.400000,0.600000,0.297477,6.000000,爽子,0.333333
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,孙八一,34,34,0.771695,0.705882,0.882353,0.941176,0.809619,1.000000,爆音Boom,0.200000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,功夫胖,28,28,0.524291,0.500000,0.535714,0.571429,0.529762,1.000000,C-Block,0.142857
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,于漂 eZ Yang Fizz,23,23,0.682741,0.652174,0.739130,0.782609,0.703206,1.000000,PO8,0.375000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,上官承诺,18,18,0.239969,0.111111,0.333333,0.500000,0.295155,10.000000,小鸭哥,0.125000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,BossWang,15,15,0.286545,0.200000,0.333333,0.533333,0.333093,10.000000,滇声气,0.250000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Blow Fever,25,25,0.707053,0.600000,0.840000,0.920000,0.755156,1.000000,雲道,0.300000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,ICE,28,28,0.157384,0.107143,0.142857,0.285714,0.170063,26.000000,张雪飞,0.120000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Kigga,19,19,0.083821,0.000000,0.105263,0.368421,0.132463,17.000000,Jony J,0.157895
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,马思唯,32,32,0.471959,0.312500,0.625000,0.750000,0.528037,2.000000,李大奔BENZO,0.227273
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,胡彦斌 TIGER HU,33,30,0.452171,0.400000,0.466667,0.600000,0.479303,6.000000,新街口组合,0.166667
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Hotkey金朝,31,30,0.525826,0.500000,0.533333,0.533333,0.521031,1.000000,张雪飞,0.200000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,小老虎,18,18,0.337314,0.222222,0.500000,0.611111,0.391540,5.000000,张雪飞,0.214286
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Mercy(lago),42,42,0.621063,0.500000,0.761905,0.857143,0.672273,1.000000,Nxmad诺曼得,0.238095
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,光光 (MC),31,31,0.445944,0.290323,0.612903,0.774194,0.514292,4.000000,APMOZART,0.136364
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,GNS耀耀,13,13,0.070082,0.000000,0.153846,0.153846,0.071591,40.000000,小鸭哥,0.384615
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,辛巴,34,34,0.252256,0.147059,0.352941,0.558824,0.315556,8.000000,孤矢,0.137931
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,姜云升,33,33,0.654034,0.545455,0.818182,0.818182,0.690597,1.000000,张雪飞,0.400000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,西米,21,21,0.176942,0.095238,0.190476,0.380952,0.205728,17.000000,APMOZART,0.105263
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,张千,30,29,0.481145,0.379310,0.620690,0.620690,0.509643,3.000000,刘柄鑫,0.111111
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,GALI,33,33,0.548819,0.393939,0.696970,0.848485,0.614968,2.000000,MULA SAKEE,0.150000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,乃万,38,38,0.208875,0.052632,0.421053,0.631579,0.293881,6.000000,王嘉尔,0.194444
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,小鸭哥,40,40,0.633614,0.525000,0.750000,0.800000,0.670443,1.000000,张雪飞,0.210526
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Ansr J,24,24,0.346733,0.250000,0.458333,0.541667,0.378451,7.000000,李大奔BENZO,0.222222
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Ghost Crew,43,43,0.597603,0.534884,0.651163,0.744186,0.623945,1.000000,爽子,0.150000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,诺米么Lodmemo,12,12,0.480934,0.416667,0.666667,0.666667,0.517032,4.000000,张雪飞,0.428571
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,饺子,39,39,0.469109,0.307692,0.692308,0.743590,0.530539,3.000000,张雪飞,0.222222
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,九块钱,20,20,0.507912,0.450000,0.550000,0.700000,0.545737,3.000000,廖效浓,0.272727
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,KnowKnow,20,20,0.287657,0.200000,0.350000,0.400000,0.301293,16.000000,王嘉尔,0.125000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,阿水YoungBJ,39,39,0.735410,0.641026,0.820513,0.846154,0.758324,1.000000,廖效浓,0.285714
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,YOUNGLEGO,26,26,0.406800,0.384615,0.423077,0.423077,0.401180,20.000000,饺子,0.187500
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,派克特,18,18,0.247902,0.222222,0.222222,0.277778,0.239748,30.000000,大D,0.142857
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,嫩桃弟弟,20,20,0.558989,0.500000,0.700000,0.700000,0.590876,1.000000,张雪飞,0.200000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,黑螺丝,26,26,0.350247,0.192308,0.461538,0.653846,0.410674,6.000000,雲道,0.142857
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,龙井说唱 孙旭,16,16,0.489718,0.437500,0.562500,0.625000,0.516501,3.000000,爽子,0.333333
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,邓典果,24,24,0.440337,0.375000,0.458333,0.500000,0.440722,8.000000,MULA SAKEE,0.266667
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,谢帝,21,21,0.573694,0.476190,0.666667,0.761905,0.608148,2.000000,直火帮,0.181818
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,阿童木,17,17,0.830015,0.823529,0.823529,0.823529,0.823529,1.000000,天府事变CDREV,0.333333
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,GAI,27,27,0.381033,0.222222,0.592593,0.666667,0.442900,5.000000,胡彦斌 TIGER HU,0.190476
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Nxmad诺曼得,37,37,0.689515,0.567568,0.864865,0.891892,0.736425,1.000000,王嘉尔,0.375000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,那奇沃夫,31,31,0.530487,0.419355,0.612903,0.709677,0.564222,2.000000,Six City,0.222222
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,呆宝静,21,21,0.113519,0.047619,0.142857,0.238095,0.124872,29.000000,张雪飞,0.200000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,爆音Boom,23,23,0.385862,0.304348,0.434783,0.521739,0.407916,7.000000,张雪飞,0.187500
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,杨和苏KeyNG,29,29,0.494554,0.413793,0.620690,0.655172,0.522441,3.000000,张雪飞,0.176471
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Tizzy T,37,37,0.451381,0.324324,0.621622,0.702703,0.499787,3.000000,廖效浓,0.240000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,龙泽宇,29,29,0.434645,0.344828,0.551724,0.758621,0.497747,5.000000,王嘉尔,0.105263
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Sbazzo,31,30,0.464215,0.333333,0.600000,0.733333,0.519235,3.000000,隐藏,0.150000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,大笑,22,22,0.227415,0.136364,0.318182,0.454545,0.268760,11.000000,Jony J,0.157895
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,辉子,22,22,0.302495,0.227273,0.363636,0.409091,0.308243,15.000000,杨布拉德,0.117647
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,卢慈航,28,27,0.194490,0.074074,0.259259,0.370370,0.218675,15.000000,小鸭哥,0.200000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Kc,41,41,0.573074,0.487805,0.682927,0.707317,0.598190,2.000000,APMOZART,0.142857
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Jarstick,30,30,0.527317,0.466667,0.600000,0.666667,0.552165,2.000000,新街口组合,0.125000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Higher Brothers,23,23,0.326120,0.173913,0.478261,0.608696,0.374987,6.000000,雲道,0.210526
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,宝石老舅,34,34,0.415389,0.323529,0.500000,0.588235,0.440670,5.000000,GAI,0.130435
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,熊猫涂杰,41,41,0.421757,0.341463,0.512195,0.658537,0.463987,5.000000,滇声气,0.185185
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,张雪飞,41,41,0.685252,0.609756,0.780488,0.804878,0.709373,1.000000,爽子,0.125000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,No Fear Family,33,33,0.461290,0.424242,0.454545,0.484848,0.454156,12.000000,龙泽宇,0.105263
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,杀手耗,33,33,0.626956,0.606061,0.636364,0.666667,0.630772,1.000000,Jony J,0.153846
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,揽佬,17,17,0.676580,0.647059,0.705882,0.764706,0.690768,1.000000,李尔新,0.333333
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,艾福杰尼,34,34,0.309012,0.147059,0.470588,0.705882,0.391456,6.000000,李大奔BENZO,0.103448
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,说唱东百人,23,23,0.899209,0.869565,0.913043,0.913043,0.896997,1.000000,刀脚,0.333333
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,大傻 (Damnshine),22,22,0.301666,0.272727,0.318182,0.363636,0.304651,28.000000,功夫胖,0.125000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,龙井说唱 孙骁,15,14,0.309187,0.285714,0.285714,0.285714,0.285714,22.000000,Jony J,0.200000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Dirty Twinz,13,13,0.021219,0.000000,0.000000,0.000000,0.000000,79.000000,王嘉尔,0.076923
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,那吾克热-NW,24,24,0.215669,0.041667,0.416667,0.416667,0.253555,12.000000,Six City,0.173913
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,雲道,43,42,0.483143,0.285714,0.761905,0.857143,0.570869,2.000000,王嘉尔,0.100000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Mac Overseas,23,22,0.230099,0.090909,0.318182,0.363636,0.241391,12.000000,李大奔BENZO,0.100000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,廖效浓,33,33,0.661633,0.575758,0.787879,0.787879,0.685552,1.000000,王嘉尔,0.142857
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,YoungChigga,43,43,0.690812,0.627907,0.744186,0.860465,0.726522,1.000000,王嘉尔,0.125000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,张颜齐,20,20,0.288037,0.250000,0.300000,0.400000,0.304867,25.000000,王嘉尔,0.133333
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,默示船政,48,48,0.632548,0.562500,0.708333,0.750000,0.652030,1.000000,AR,0.142857
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,KITO,30,30,0.596606,0.466667,0.733333,0.900000,0.664939,2.000000,MULA SAKEE,0.250000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Kandi 侃迪,34,34,0.360163,0.264706,0.411765,0.470588,0.373919,12.000000,G Sauce,0.080000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,西奥,26,25,0.367837,0.280000,0.440000,0.520000,0.391784,9.000000,新街口组合,0.111111
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,王齐铭,30,30,0.620976,0.566667,0.633333,0.700000,0.631713,1.000000,刘柄鑫,0.153846
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,大D,42,42,0.371970,0.238095,0.500000,0.619048,0.420676,5.000000,河南说唱之神,0.156250
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,OG Three,43,43,0.634721,0.581395,0.697674,0.767442,0.659345,1.000000,张雪飞,0.277778
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,红手指,6,6,0.258319,0.166667,0.333333,0.333333,0.271822,40.000000,刘柄鑫,0.200000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,万赛文,18,18,0.199527,0.166667,0.166667,0.222222,0.186456,23.000000,王嘉尔,0.200000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,黄旭,23,23,0.237243,0.086957,0.391304,0.434783,0.271455,16.000000,Mercy(lago),0.142857
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,吾人莲花,8,8,0.258645,0.250000,0.250000,0.250000,0.250000,70.000000,雲道,0.333333
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,热狗,29,29,0.384500,0.310345,0.448276,0.551724,0.406763,7.000000,李尔新,0.100000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Bridge,17,17,0.096825,0.000000,0.176471,0.294118,0.119237,20.000000,CJ BAda$$ (希介),0.117647
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,小酷coola,16,15,0.302525,0.200000,0.433333,0.433333,0.325138,14.000000,GALI,0.166667
