system,task_role,source_credit_label,queries,within_label_component_units,mrr,recall_at_1,recall_at_5,recall_at_10,ndcg_at_10,median_true_label_rank,most_common_incorrect_top1_source_credit_label,share_of_incorrect_group_weight_for_common_top1
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,Wya乌鸦,36,36,0.439741,0.333333,0.611111,0.722222,0.500569,4.000000,张雪飞,0.125000
raw-cosine equal fusion (score-scale ablation),diagnostic_ablation,是Triple M,14,14,0.164256,0.142857,0.142857,0.214286,0.163505,51.000000,GALI,0.166667
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Six City,9,9,0.889625,0.888889,0.888889,0.888889,0.888889,1.000000,Athree,1.000000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,王以太,24,24,0.278990,0.208333,0.291667,0.291667,0.260911,18.000000,Mercy(lago),0.157895
z-score fusion (near-duplicate guard removed),diagnostic_ablation,王嘉尔,37,37,0.861452,0.810811,0.945946,0.972973,0.888278,1.000000,Nxmad诺曼得,0.428571
z-score fusion (near-duplicate guard removed),diagnostic_ablation,福克斯,40,39,0.697485,0.666667,0.717949,0.769231,0.711931,1.000000,天府事变CDREV,0.153846
z-score fusion (near-duplicate guard removed),diagnostic_ablation,徐真真,42,42,0.273309,0.119048,0.428571,0.571429,0.330068,9.000000,张雪飞,0.189189
z-score fusion (near-duplicate guard removed),diagnostic_ablation,隐藏,9,9,0.051360,0.000000,0.111111,0.111111,0.047853,40.000000,爽子,0.222222
z-score fusion (near-duplicate guard removed),diagnostic_ablation,天府事变CDREV,44,44,0.622971,0.545455,0.727273,0.727273,0.644119,1.000000,Nxmad诺曼得,0.150000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,jinjibewater,20,20,0.082951,0.000000,0.150000,0.200000,0.093699,47.000000,班比 Bambii,0.150000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,APMOZART,45,45,0.969136,0.955556,0.977778,1.000000,0.976266,1.000000,G Sauce,0.500000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,多雷 Swang,39,39,0.608982,0.538462,0.743590,0.769231,0.640802,1.000000,张雪飞,0.111111
z-score fusion (near-duplicate guard removed),diagnostic_ablation,刘柄鑫,30,30,0.826838,0.800000,0.833333,0.900000,0.843253,1.000000,张雪飞,0.333333
z-score fusion (near-duplicate guard removed),diagnostic_ablation,国蛋,36,34,0.824803,0.764706,0.882353,0.911765,0.842321,1.000000,雲道,0.375000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,弹壳,10,10,0.008133,0.000000,0.000000,0.000000,0.000000,142.000000,小青龙,0.100000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,梁维嘉,32,32,0.617196,0.531250,0.750000,0.812500,0.658184,1.000000,刘柄鑫,0.066667
z-score fusion (near-duplicate guard removed),diagnostic_ablation,冲天小火煎,18,18,0.107866,0.055556,0.111111,0.277778,0.130593,33.000000,小鸭哥,0.176471
z-score fusion (near-duplicate guard removed),diagnostic_ablation,TOYOKI,35,35,0.270947,0.171429,0.285714,0.628571,0.333468,9.000000,APMOZART,0.137931
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Capper,28,28,0.470745,0.392857,0.500000,0.678571,0.506540,4.000000,王嘉尔,0.117647
z-score fusion (near-duplicate guard removed),diagnostic_ablation,義胜合,12,12,0.765646,0.750000,0.750000,0.833333,0.779684,1.000000,秃子,0.333333
z-score fusion (near-duplicate guard removed),diagnostic_ablation,红狼,12,11,0.287700,0.272727,0.272727,0.272727,0.272727,62.000000,雲道,0.250000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,雾都 (Wudu Montana),21,21,0.141796,0.095238,0.095238,0.285714,0.155084,29.000000,AR,0.105263
z-score fusion (near-duplicate guard removed),diagnostic_ablation,zhazha,8,8,0.060943,0.000000,0.125000,0.125000,0.062500,33.000000,Mercy(lago),0.250000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,李大奔BENZO,31,31,0.665487,0.516129,0.870968,0.935484,0.729431,1.000000,MULA SAKEE,0.266667
z-score fusion (near-duplicate guard removed),diagnostic_ablation,丸,21,20,0.525866,0.400000,0.600000,0.750000,0.564232,2.000000,张雪飞,0.250000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Tangoz,36,35,0.567052,0.485714,0.628571,0.742857,0.600121,2.000000,直火帮,0.111111
z-score fusion (near-duplicate guard removed),diagnostic_ablation,离合,28,28,0.967033,0.964286,0.964286,0.964286,0.964286,1.000000,MULA SAKEE,1.000000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,G Sauce,34,34,0.837239,0.794118,0.911765,0.941176,0.859940,1.000000,APMOZART,0.285714
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Cream D,16,16,0.248665,0.125000,0.312500,0.562500,0.308924,8.000000,NOTTIBO1,0.214286
z-score fusion (near-duplicate guard removed),diagnostic_ablation,李佳隆,36,36,0.320430,0.250000,0.388889,0.472222,0.339492,11.000000,KITO,0.111111
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Poorman,9,9,0.071364,0.000000,0.222222,0.222222,0.098539,58.000000,孤矢,0.222222
z-score fusion (near-duplicate guard removed),diagnostic_ablation,小青龙,29,29,0.140889,0.068966,0.206897,0.344828,0.169885,19.000000,刘柄鑫,0.074074
z-score fusion (near-duplicate guard removed),diagnostic_ablation,吴晨阳,10,10,0.754613,0.700000,0.800000,0.800000,0.763093,1.000000,王嘉尔,0.333333
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Melo,15,15,0.104894,0.066667,0.133333,0.133333,0.092457,34.000000,AR,0.142857
z-score fusion (near-duplicate guard removed),diagnostic_ablation,JD,38,38,0.825736,0.815789,0.842105,0.842105,0.827123,1.000000,徐真真,0.142857
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Korn,25,25,0.418076,0.360000,0.480000,0.560000,0.439368,7.000000,天府事变CDREV,0.125000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,梁老师Tsong,39,38,0.343182,0.263158,0.368421,0.447368,0.351409,12.000000,廖效浓,0.142857
z-score fusion (near-duplicate guard removed),diagnostic_ablation,木秦,34,34,0.460990,0.323529,0.676471,0.735294,0.521927,3.000000,天府事变CDREV,0.130435
z-score fusion (near-duplicate guard removed),diagnostic_ablation,孔令奇,32,32,0.359466,0.250000,0.468750,0.531250,0.386126,6.000000,新街口组合,0.166667
z-score fusion (near-duplicate guard removed),diagnostic_ablation,鹿奇,42,42,0.569153,0.523810,0.595238,0.666667,0.586365,1.000000,C-Block,0.100000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,ROB93,17,17,0.348594,0.294118,0.352941,0.411765,0.348235,21.000000,雲道,0.166667
z-score fusion (near-duplicate guard removed),diagnostic_ablation,泰格西,22,22,0.437965,0.318182,0.590909,0.590909,0.464105,3.000000,APMOZART,0.200000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,王晨宇IceCraz,47,47,0.327484,0.212766,0.425532,0.617021,0.381202,8.000000,张雪飞,0.081081
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Green Soldier,10,10,0.321586,0.200000,0.400000,0.500000,0.355092,10.000000,V.O.B.,0.250000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,傲傲,40,40,0.354021,0.200000,0.550000,0.625000,0.407926,3.000000,廖效浓,0.156250
z-score fusion (near-duplicate guard removed),diagnostic_ablation,CJ BAda$$ (希介),27,27,0.459550,0.333333,0.592593,0.740741,0.518600,4.000000,MULA SAKEE,0.166667
z-score fusion (near-duplicate guard removed),diagnostic_ablation,花生,12,12,0.167000,0.083333,0.166667,0.333333,0.193373,39.000000,乃万,0.181818
z-score fusion (near-duplicate guard removed),diagnostic_ablation,刀脚,23,23,0.512747,0.347826,0.782609,0.826087,0.583935,3.000000,G Sauce,0.266667
z-score fusion (near-duplicate guard removed),diagnostic_ablation,河南说唱之神,46,46,0.804114,0.760870,0.847826,0.913043,0.827466,1.000000,张雪飞,0.181818
z-score fusion (near-duplicate guard removed),diagnostic_ablation,C-Block,43,42,0.422636,0.309524,0.523810,0.738095,0.485402,5.000000,张雪飞,0.103448
z-score fusion (near-duplicate guard removed),diagnostic_ablation,V.O.B.,15,15,0.672569,0.533333,0.800000,0.800000,0.701581,1.000000,Green Soldier,0.285714
z-score fusion (near-duplicate guard removed),diagnostic_ablation,土人儿,21,21,0.281827,0.190476,0.380952,0.428571,0.298282,16.000000,MULA SAKEE,0.235294
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Surfosho,7,7,0.234532,0.142857,0.285714,0.285714,0.232990,30.000000,neverkilltheape,0.333333
z-score fusion (near-duplicate guard removed),diagnostic_ablation,满舒克,33,33,0.326570,0.151515,0.515152,0.696970,0.405012,5.000000,饺子,0.107143
z-score fusion (near-duplicate guard removed),diagnostic_ablation,金熙宇,16,16,0.053158,0.000000,0.062500,0.062500,0.026917,28.000000,杀手耗,0.187500
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Ice Paper,32,32,0.189840,0.031250,0.468750,0.562500,0.270520,7.000000,张雪飞,0.193548
z-score fusion (near-duplicate guard removed),diagnostic_ablation,ljz329,11,11,0.144126,0.090909,0.181818,0.181818,0.136364,46.000000,Mercy(lago),0.300000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,AR,36,36,0.828693,0.777778,0.888889,0.888889,0.840607,1.000000,王嘉尔,0.125000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,黄昭,24,24,0.336401,0.208333,0.458333,0.541667,0.370956,7.000000,YuGo,0.105263
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Over$ize,16,16,0.735106,0.687500,0.750000,0.812500,0.747766,1.000000,AR,0.200000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,直火帮,39,39,0.741697,0.615385,0.923077,0.974359,0.797895,1.000000,Nxmad诺曼得,0.200000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,爽子,17,17,0.903743,0.882353,0.941176,0.941176,0.911765,1.000000,Jony J,0.500000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Nasty Ray,6,6,0.190741,0.166667,0.166667,0.166667,0.166667,28.000000,天府事变CDREV,0.400000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,望江晴,18,18,0.132967,0.000000,0.166667,0.444444,0.191034,13.000000,张雪飞,0.166667
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Jony J,42,42,0.830461,0.809524,0.833333,0.880952,0.841508,1.000000,天府事变CDREV,0.125000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,SASIOVERLXRD,26,26,0.466613,0.384615,0.576923,0.653846,0.501399,4.000000,G Sauce,0.125000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,张昊,15,15,0.123648,0.000000,0.266667,0.266667,0.137440,20.000000,刘柄鑫,0.333333
z-score fusion (near-duplicate guard removed),diagnostic_ablation,秃子,20,20,0.708706,0.650000,0.750000,0.750000,0.713093,1.000000,张大炮,0.285714
z-score fusion (near-duplicate guard removed),diagnostic_ablation,方仔,32,31,0.378325,0.290323,0.483871,0.612903,0.421851,6.000000,张雪飞,0.272727
z-score fusion (near-duplicate guard removed),diagnostic_ablation,404 Rapper,23,23,0.094426,0.000000,0.173913,0.217391,0.110815,52.000000,离合,0.086957
z-score fusion (near-duplicate guard removed),diagnostic_ablation,金蛇 traphouse,6,6,0.570726,0.500000,0.666667,0.833333,0.631147,1.000000,CJ BAda$$ (希介),0.333333
z-score fusion (near-duplicate guard removed),diagnostic_ablation,老黑Black J,11,11,0.304588,0.272727,0.272727,0.363636,0.303030,20.000000,Jony J,0.250000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,坚强的小黄瓜,41,41,0.678612,0.536585,0.878049,0.878049,0.727792,1.000000,张雪飞,0.210526
z-score fusion (near-duplicate guard removed),diagnostic_ablation,C-Low,28,28,0.455499,0.357143,0.535714,0.642857,0.487633,3.000000,王嘉尔,0.111111
z-score fusion (near-duplicate guard removed),diagnostic_ablation,thomeboydontkill,21,21,0.208637,0.142857,0.285714,0.380952,0.229847,15.000000,APMOZART,0.222222
z-score fusion (near-duplicate guard removed),diagnostic_ablation,MULA SAKEE,33,33,0.879849,0.818182,0.939394,0.969697,0.900792,1.000000,APMOZART,0.500000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,DBL.D,12,12,0.080995,0.000000,0.166667,0.250000,0.107240,34.000000,PO8,0.166667
z-score fusion (near-duplicate guard removed),diagnostic_ablation,刘聪 (Key.L),35,35,0.557956,0.457143,0.628571,0.742857,0.592215,2.000000,C-Block,0.157895
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Max马俊,14,14,0.317006,0.214286,0.428571,0.500000,0.351428,10.000000,小鸭哥,0.181818
z-score fusion (near-duplicate guard removed),diagnostic_ablation,连麻Swimming,26,26,0.443272,0.269231,0.615385,0.692308,0.495818,2.000000,李尔新,0.157895
z-score fusion (near-duplicate guard removed),diagnostic_ablation,OWVRO老弟,23,23,0.410830,0.304348,0.565217,0.565217,0.435220,4.000000,离合,0.125000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Vava,26,26,0.103916,0.038462,0.192308,0.230769,0.115167,32.000000,王嘉尔,0.080000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,KKLUV,27,27,0.410785,0.259259,0.555556,0.703704,0.468956,3.000000,那奇沃夫,0.150000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,孤矢,37,37,0.472051,0.378378,0.540541,0.675676,0.507465,3.000000,张雪飞,0.173913
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Turbo嗣尧,20,20,0.065195,0.000000,0.050000,0.200000,0.068427,18.000000,王嘉尔,0.150000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,李尔新,32,32,0.387790,0.250000,0.562500,0.656250,0.442978,4.000000,G Sauce,0.083333
z-score fusion (near-duplicate guard removed),diagnostic_ablation,YuGo,33,33,0.444554,0.303030,0.545455,0.818182,0.525734,4.000000,廖效浓,0.173913
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Regi 陈彦希,12,12,0.057595,0.000000,0.000000,0.250000,0.080641,21.000000,王嘉尔,0.250000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,正义感,18,18,0.332526,0.222222,0.388889,0.500000,0.354681,10.000000,Jony J,0.428571
z-score fusion (near-duplicate guard removed),diagnostic_ablation,southsidesamurai,12,12,0.305676,0.166667,0.333333,0.666667,0.378458,7.000000,爽子,0.200000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,滇声气,23,23,0.602582,0.521739,0.695652,0.782609,0.638431,1.000000,雲道,0.181818
z-score fusion (near-duplicate guard removed),diagnostic_ablation,新街口组合,26,26,0.550807,0.384615,0.769231,0.769231,0.600120,2.000000,张雪飞,0.312500
z-score fusion (near-duplicate guard removed),diagnostic_ablation,YOUNG,21,21,0.373887,0.285714,0.428571,0.571429,0.411394,7.000000,G Sauce,0.200000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,杨布拉德,42,42,0.764684,0.714286,0.809524,0.904762,0.794727,1.000000,jinjibewater,0.083333
z-score fusion (near-duplicate guard removed),diagnostic_ablation,TY,27,27,0.271975,0.148148,0.370370,0.555556,0.328883,9.000000,刘柄鑫,0.173913
z-score fusion (near-duplicate guard removed),diagnostic_ablation,恶童,33,33,0.412790,0.303030,0.575758,0.666667,0.464434,4.000000,雲道,0.173913
z-score fusion (near-duplicate guard removed),diagnostic_ablation,班比 Bambii,41,41,0.620189,0.487805,0.731707,0.902439,0.683052,2.000000,MULA SAKEE,0.142857
z-score fusion (near-duplicate guard removed),diagnostic_ablation,S1,14,14,0.229831,0.214286,0.214286,0.214286,0.214286,58.000000,张雪飞,0.181818
z-score fusion (near-duplicate guard removed),diagnostic_ablation,neverkilltheape,15,15,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,,0.000000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Kzoo,43,42,0.687684,0.619048,0.761905,0.833333,0.717764,1.000000,离合,0.125000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,罗言,21,21,0.209828,0.095238,0.238095,0.523810,0.265717,9.000000,张雪飞,0.210526
z-score fusion (near-duplicate guard removed),diagnostic_ablation,阿斯巴田,42,42,0.348056,0.214286,0.428571,0.619048,0.396704,6.000000,张雪飞,0.121212
z-score fusion (near-duplicate guard removed),diagnostic_ablation,笑男孩,28,27,0.188672,0.111111,0.259259,0.370370,0.215532,18.000000,张雪飞,0.166667
z-score fusion (near-duplicate guard removed),diagnostic_ablation,黑麦,33,33,0.652369,0.636364,0.666667,0.696970,0.658974,1.000000,姜云升,0.166667
z-score fusion (near-duplicate guard removed),diagnostic_ablation,张大炮,42,42,0.807620,0.785714,0.809524,0.857143,0.816609,1.000000,APMOZART,0.111111
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Rich4ever,29,29,0.756125,0.655172,0.896552,0.931034,0.797894,1.000000,李大奔BENZO,0.200000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,二狗子,22,22,0.782197,0.727273,0.818182,0.818182,0.784630,1.000000,新街口组合,0.166667
z-score fusion (near-duplicate guard removed),diagnostic_ablation,FAC-D12,25,25,0.547798,0.480000,0.560000,0.680000,0.568704,2.000000,直火帮,0.153846
z-score fusion (near-duplicate guard removed),diagnostic_ablation,法老,39,39,0.622079,0.538462,0.743590,0.794872,0.658506,1.000000,张雪飞,0.222222
z-score fusion (near-duplicate guard removed),diagnostic_ablation,HAS,38,38,0.583794,0.473684,0.710526,0.868421,0.648537,2.000000,张雪飞,0.150000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,NOTTIBO1,22,22,0.756995,0.636364,0.909091,0.909091,0.793382,1.000000,王嘉尔,0.375000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Busta Z,28,28,0.509014,0.428571,0.571429,0.714286,0.552150,2.000000,滇声气,0.125000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Athree,22,22,0.238034,0.181818,0.318182,0.318182,0.247657,36.000000,AR,0.222222
z-score fusion (near-duplicate guard removed),diagnostic_ablation,赵山河,31,31,0.526412,0.387097,0.677419,0.709677,0.569663,2.000000,张大炮,0.263158
z-score fusion (near-duplicate guard removed),diagnostic_ablation,Gm仙,27,27,0.800935,0.740741,0.888889,0.888889,0.819664,1.000000,梁维嘉,0.142857
z-score fusion (near-duplicate guard removed),diagnostic_ablation,PO8,39,39,0.739252,0.666667,0.846154,0.897436,0.773947,1.000000,直火帮,0.153846
z-score fusion (near-duplicate guard removed),diagnostic_ablation,斯威特,40,40,0.641816,0.575000,0.700000,0.825000,0.681034,1.000000,张雪飞,0.235294
z-score fusion (near-duplicate guard removed),diagnostic_ablation,八口8uck,33,33,0.428838,0.272727,0.666667,0.757576,0.498648,4.000000,APMOZART,0.166667
z-score fusion (near-duplicate guard removed),diagnostic_ablation,艾热 AIR,22,22,0.189232,0.090909,0.272727,0.363636,0.214493,18.000000,乃万,0.100000
z-score fusion (near-duplicate guard removed),diagnostic_ablation,大狗,21,21,0.346050,0.190476,0.523810,0.666667,0.411671,5.000000,新街口组合,0.235294
