model,artist_label_id,candidate_event_count_before_leakage_filter,leakage_excluded_event_count,leakage_safe_event_count,predicted_event_count,end_to_end_event_coverage,metric_status,top1_accuracy,top3_accuracy,top5_accuracy,mrr
first_order_markov,Mengzi,232,1,231,231,0.9956896551724138,reported,0.454545,0.619048,0.701299,0.583296
first_order_markov,Mercy(lago),272,4,268,268,0.9852941176470589,reported,0.518657,0.641791,0.675373,0.610026
first_order_markov,NOTTIBO1,204,3,201,201,0.9852941176470589,reported,0.447761,0.621891,0.711443,0.576186
first_order_markov,Nasty Ray,213,70,143,143,0.6713615023474179,reported,0.524476,0.643357,0.72028,0.623579
first_order_markov,No Fear Family,285,10,275,275,0.9649122807017544,reported,0.52,0.658182,0.756364,0.63259
first_order_markov,Nxmad诺曼得,124,2,122,122,0.9838709677419355,reported,0.52459,0.639344,0.737705,0.625568
first_order_markov,OG Three,275,2,273,273,0.9927272727272727,reported,0.417582,0.586081,0.681319,0.544686
first_order_markov,OWVRO老弟,167,13,154,154,0.9221556886227545,reported,0.461039,0.668831,0.746753,0.590251
first_order_markov,Over$ize,94,1,93,93,0.9893617021276596,reported,0.301075,0.397849,0.645161,0.432815
first_order_markov,PO8,204,0,204,204,1.0,reported,0.397059,0.558824,0.637255,0.524001
first_order_markov,Poorman,70,0,70,70,1.0,reported,0.314286,0.471429,0.528571,0.438939
first_order_markov,ROB93,44,0,44,44,1.0,reported,0.363636,0.613636,0.75,0.514913
first_order_markov,Regi 陈彦希,123,1,122,122,0.991869918699187,reported,0.52459,0.631148,0.713115,0.622499
first_order_markov,Rich4ever,224,2,222,222,0.9910714285714286,reported,0.63964,0.783784,0.833333,0.72737
first_order_markov,S1,113,0,113,113,1.0,reported,0.646018,0.769912,0.79646,0.72676
first_order_markov,SASIOVERLXRD,189,4,185,185,0.9788359788359788,reported,0.578378,0.697297,0.745946,0.666109
first_order_markov,Sbazzo,372,68,304,304,0.8172043010752689,reported,0.638158,0.717105,0.802632,0.713679
first_order_markov,Six City,31,0,31,31,1.0,reported,0.645161,0.870968,0.903226,0.777664
first_order_markov,Sleepycat,103,0,103,103,1.0,reported,0.475728,0.621359,0.699029,0.59691
first_order_markov,Surfosho,81,0,81,81,1.0,reported,0.493827,0.654321,0.716049,0.606885
first_order_markov,TOYOKI,300,4,296,296,0.9866666666666667,reported,0.459459,0.638514,0.719595,0.589449
first_order_markov,TShawn,92,0,92,92,1.0,reported,0.315217,0.521739,0.641304,0.46467
first_order_markov,TY,417,1,416,416,0.9976019184652278,reported,0.519231,0.665865,0.75,0.630087
first_order_markov,Tangoz,461,14,447,447,0.9696312364425163,reported,0.33557,0.512304,0.63311,0.477286
first_order_markov,Tizzy T,358,11,347,347,0.9692737430167597,reported,0.527378,0.659942,0.743516,0.62733
first_order_markov,Toryondacloud,97,0,97,97,1.0,reported,0.494845,0.649485,0.773196,0.609132
first_order_markov,Turbo嗣尧,200,1,199,199,0.995,reported,0.422111,0.60804,0.678392,0.55298
first_order_markov,V.O.B.,139,4,135,135,0.9712230215827338,reported,0.481481,0.555556,0.637037,0.56954
first_order_markov,Vava,554,36,518,518,0.9350180505415162,reported,0.378378,0.567568,0.667954,0.518661
first_order_markov,Wya乌鸦,321,0,321,321,1.0,reported,0.535826,0.738318,0.813084,0.664792
first_order_markov,YOUNG,337,0,337,337,1.0,reported,0.409496,0.554896,0.64095,0.530288
first_order_markov,YOUNGLEGO,146,3,143,143,0.9794520547945206,reported,0.622378,0.741259,0.804196,0.704866
first_order_markov,YoungChigga,251,0,251,251,1.0,reported,0.47012,0.645418,0.729084,0.591562
first_order_markov,YuGo,164,0,164,164,1.0,reported,0.390244,0.567073,0.695122,0.523906
first_order_markov,jinjibewater,240,0,240,240,1.0,reported,0.3625,0.5375,0.65,0.497978
first_order_markov,ljz329,127,0,127,127,1.0,reported,0.637795,0.685039,0.787402,0.70057
first_order_markov,neverkilltheape,40,0,40,40,1.0,reported,0.625,0.775,0.85,0.723395
first_order_markov,southsidesamurai,121,0,121,121,1.0,reported,0.46281,0.619835,0.727273,0.583586
first_order_markov,thomeboydontkill,428,5,423,423,0.9883177570093458,reported,0.496454,0.640662,0.690307,0.603647
first_order_markov,zhazha,47,0,47,47,1.0,reported,0.595745,0.723404,0.765957,0.68928
first_order_markov,万赛文,174,4,170,170,0.9770114942528736,reported,0.482353,0.635294,0.741176,0.591583
first_order_markov,上官承诺,108,1,107,107,0.9907407407407407,reported,0.457944,0.504673,0.64486,0.549968
first_order_markov,丸,160,25,135,135,0.84375,reported,0.362963,0.607407,0.748148,0.534354
first_order_markov,乃万,320,8,312,312,0.975,reported,0.419872,0.602564,0.721154,0.551216
first_order_markov,九块钱,154,8,146,146,0.948051948051948,reported,0.445205,0.650685,0.773973,0.58355
first_order_markov,九维,127,3,124,124,0.9763779527559056,reported,0.41129,0.58871,0.677419,0.54541
first_order_markov,书生,50,0,50,50,1.0,reported,0.36,0.58,0.6,0.496984
first_order_markov,二狗子,104,0,104,104,1.0,reported,0.740385,0.807692,0.855769,0.79692
first_order_markov,于漂 eZ Yang Fizz,175,2,173,173,0.9885714285714285,reported,0.32948,0.549133,0.630058,0.478417
first_order_markov,傲傲,246,18,228,228,0.926829268292683,reported,0.526316,0.662281,0.72807,0.626499
first_order_markov,光光 (MC),342,0,342,342,1.0,reported,0.502924,0.637427,0.739766,0.603515
first_order_markov,八口8uck,137,3,134,134,0.9781021897810219,reported,0.522388,0.723881,0.753731,0.640638
first_order_markov,冲天小火煎,103,2,101,101,0.9805825242718447,reported,0.366337,0.544554,0.623762,0.504194
first_order_markov,刀脚,222,0,222,222,1.0,reported,0.603604,0.716216,0.774775,0.691358
first_order_markov,刘柄鑫,372,1,371,371,0.9973118279569892,reported,0.536388,0.67655,0.74124,0.63885
first_order_markov,刘聪 (Key.L),309,22,287,287,0.9288025889967637,reported,0.519164,0.700348,0.773519,0.631847
first_order_markov,功夫胖,321,0,321,321,1.0,reported,0.504673,0.679128,0.747664,0.626736
first_order_markov,卢慈航,228,4,224,224,0.9824561403508771,reported,0.486607,0.638393,0.727679,0.596508
first_order_markov,吴晨阳,37,0,37,37,1.0,reported,0.135135,0.405405,0.567568,0.351061
first_order_markov,吾人莲花,106,1,105,105,0.9905660377358491,reported,0.580952,0.704762,0.790476,0.673665
first_order_markov,呆宝静,178,1,177,177,0.9943820224719101,reported,0.435028,0.587571,0.717514,0.558885
first_order_markov,周士爵,985,35,950,950,0.9644670050761421,reported,0.431579,0.605263,0.715789,0.564927
first_order_markov,国蛋,340,46,294,294,0.8647058823529412,reported,0.377551,0.554422,0.619048,0.512753
first_order_markov,土人儿,129,2,127,127,0.9844961240310077,reported,0.582677,0.716535,0.787402,0.681801
first_order_markov,坚强的小黄瓜,354,1,353,353,0.9971751412429378,reported,0.631728,0.756374,0.813031,0.71488
first_order_markov,多雷 Swang,391,53,338,338,0.8644501278772379,reported,0.464497,0.627219,0.674556,0.576754
first_order_markov,大D,282,10,272,272,0.9645390070921985,reported,0.529412,0.691176,0.823529,0.639599
first_order_markov,大傻 (Damnshine),357,8,349,349,0.9775910364145658,reported,0.604585,0.69341,0.776504,0.682919
first_order_markov,大狗,275,86,189,189,0.6872727272727273,reported,0.592593,0.634921,0.671958,0.650078
first_order_markov,大笑,201,0,201,201,1.0,reported,0.497512,0.656716,0.741294,0.618609
first_order_markov,天府事变CDREV,94,0,94,94,1.0,reported,0.297872,0.489362,0.56383,0.448321
first_order_markov,姜云升,421,14,407,407,0.9667458432304038,reported,0.402948,0.614251,0.737101,0.544029
first_order_markov,嫩桃弟弟,72,0,72,72,1.0,reported,0.791667,0.875,0.930556,0.849243
first_order_markov,孔令奇,137,0,137,137,1.0,reported,0.518248,0.70073,0.759124,0.622796
first_order_markov,孙八一,295,49,246,246,0.8338983050847457,reported,0.609756,0.691057,0.747967,0.685212
first_order_markov,孤矢,268,26,242,242,0.9029850746268657,reported,0.491736,0.673554,0.756198,0.612094
first_order_markov,孩子王jake,26,0,26,26,1.0,reported,0.384615,0.615385,0.692308,0.516642
first_order_markov,宝石老舅,260,4,256,256,0.9846153846153847,reported,0.628906,0.828125,0.882812,0.741189
first_order_markov,小老虎,501,81,420,420,0.8383233532934131,reported,0.45,0.614286,0.711905,0.57532
first_order_markov,小酷coola,197,0,197,197,1.0,reported,0.451777,0.604061,0.705584,0.573052
first_order_markov,小青龙,152,0,152,152,1.0,reported,0.631579,0.710526,0.796053,0.705522
first_order_markov,小鸭哥,346,2,344,344,0.9942196531791907,reported,0.52907,0.697674,0.776163,0.642607
first_order_markov,廖效浓,117,0,117,117,1.0,reported,0.512821,0.632479,0.769231,0.614338
first_order_markov,张千,234,4,230,230,0.9829059829059829,reported,0.704348,0.791304,0.843478,0.768092
first_order_markov,张大炮,390,8,382,382,0.9794871794871794,reported,0.515707,0.649215,0.71466,0.617491
first_order_markov,张愚歌,157,0,157,157,1.0,reported,0.490446,0.630573,0.726115,0.590692
first_order_markov,张昊,185,0,185,185,1.0,reported,0.394595,0.594595,0.654054,0.533455
first_order_markov,张雪飞,361,8,353,353,0.9778393351800554,reported,0.518414,0.671388,0.756374,0.62937
first_order_markov,张颜齐,238,7,231,231,0.9705882352941176,reported,0.558442,0.718615,0.796537,0.666418
first_order_markov,弹壳,92,0,92,92,1.0,reported,0.597826,0.728261,0.782609,0.690805
first_order_markov,徐真真,286,2,284,284,0.993006993006993,reported,0.450704,0.633803,0.753521,0.581768
first_order_markov,恶童,258,2,256,256,0.9922480620155039,reported,0.546875,0.667969,0.746094,0.642345
first_order_markov,揽佬,133,5,128,128,0.9624060150375939,reported,0.4375,0.546875,0.632812,0.549014
first_order_markov,斯威特,475,4,471,471,0.991578947368421,reported,0.522293,0.666667,0.774947,0.635576
first_order_markov,新街口组合,292,56,236,236,0.8082191780821918,reported,0.419492,0.584746,0.682203,0.555759
first_order_markov,方仔,219,2,217,217,0.9908675799086758,reported,0.488479,0.62212,0.709677,0.597189
first_order_markov,是Triple M,86,0,86,86,1.0,reported,0.372093,0.523256,0.709302,0.507137
first_order_markov,望江晴,109,1,108,108,0.9908256880733946,reported,0.37963,0.527778,0.564815,0.502617
first_order_markov,木秦,295,2,293,293,0.9932203389830508,reported,0.477816,0.634812,0.750853,0.596983
first_order_markov,杀手耗,267,3,264,264,0.9887640449438202,reported,0.488636,0.632576,0.704545,0.600315
first_order_markov,李佳隆,298,10,288,288,0.9664429530201343,reported,0.40625,0.583333,0.722222,0.543024
first_order_markov,李大奔BENZO,206,2,204,204,0.9902912621359223,reported,0.460784,0.656863,0.754902,0.590713
first_order_markov,李尔新,399,5,394,394,0.9874686716791979,reported,0.388325,0.588832,0.680203,0.531967
first_order_markov,杨和苏KeyNG,654,72,582,582,0.8899082568807339,reported,0.412371,0.632302,0.719931,0.557609
first_order_markov,杨布拉德,274,2,272,272,0.9927007299270073,reported,0.613971,0.742647,0.830882,0.705378
first_order_markov,梁维嘉,658,10,648,648,0.9848024316109423,reported,0.54321,0.657407,0.748457,0.639077
first_order_markov,梁老师Tsong,203,57,146,146,0.7192118226600985,reported,0.424658,0.636986,0.719178,0.556603
first_order_markov,正义感,258,7,251,251,0.9728682170542635,reported,0.454183,0.74502,0.792829,0.605218
first_order_markov,武生,140,0,140,140,1.0,reported,0.578571,0.735714,0.75,0.667497
first_order_markov,江旻勋,62,0,62,62,1.0,reported,0.435484,0.612903,0.677419,0.569381
first_order_markov,河南说唱之神,283,6,277,277,0.9787985865724381,reported,0.505415,0.68231,0.794224,0.632983
first_order_markov,法老,671,146,525,525,0.7824143070044709,reported,0.48,0.628571,0.727619,0.594404
first_order_markov,泰格西,135,1,134,134,0.9925925925925926,reported,0.58209,0.708955,0.783582,0.677778
first_order_markov,派克特,507,32,475,475,0.9368836291913215,reported,0.374737,0.538947,0.654737,0.50848
first_order_markov,滇声气,346,4,342,342,0.9884393063583815,reported,0.438596,0.602339,0.690058,0.560397
first_order_markov,满舒克,433,47,386,386,0.8914549653579676,reported,0.549223,0.715026,0.790155,0.656551
first_order_markov,热狗,278,12,266,266,0.9568345323741008,reported,0.390977,0.567669,0.631579,0.519308
first_order_markov,熊猫涂杰,360,4,356,356,0.9888888888888889,reported,0.567416,0.710674,0.77809,0.670102
first_order_markov,爆音Boom,174,1,173,173,0.9942528735632183,reported,0.549133,0.693642,0.768786,0.650544
first_order_markov,爽子,683,5,678,678,0.9926793557833089,reported,0.485251,0.648968,0.755162,0.606982
first_order_markov,王以太,328,8,320,320,0.975609756097561,reported,0.478125,0.746875,0.825,0.630234
first_order_markov,王嘉尔,27,0,27,27,1.0,reported,0.333333,0.666667,0.814815,0.5556
first_order_markov,王晨宇IceCraz,424,12,412,412,0.9716981132075472,reported,0.444175,0.582524,0.679612,0.560536
first_order_markov,王齐铭,319,0,319,319,1.0,reported,0.680251,0.76489,0.796238,0.747767
first_order_markov,班比 Bambii,253,4,249,249,0.9841897233201581,reported,0.381526,0.534137,0.650602,0.504576
first_order_markov,直火帮,380,9,371,371,0.9763157894736842,reported,0.587601,0.738544,0.77628,0.684638
first_order_markov,福克斯,397,8,389,389,0.9798488664987406,reported,0.544987,0.750643,0.804627,0.670159
first_order_markov,离合,106,3,103,103,0.9716981132075472,reported,0.640777,0.76699,0.815534,0.727307
first_order_markov,秃子,345,2,343,343,0.9942028985507246,reported,0.524781,0.670554,0.760933,0.632236
first_order_markov,笑男孩,144,0,144,144,1.0,reported,0.395833,0.506944,0.673611,0.509572
first_order_markov,红手指,55,1,54,54,0.9818181818181818,reported,0.481481,0.62963,0.685185,0.5858
first_order_markov,红狼,72,0,72,72,1.0,reported,0.5,0.805556,0.916667,0.636685
first_order_markov,罗言,227,1,226,226,0.9955947136563876,reported,0.460177,0.579646,0.663717,0.566973
first_order_markov,義胜合,46,0,46,46,1.0,reported,0.391304,0.608696,0.782609,0.544684
first_order_markov,老黑Black J,47,0,47,47,1.0,reported,0.702128,0.744681,0.787234,0.754666
first_order_markov,胡彦斌 TIGER HU,168,2,166,166,0.9880952380952381,reported,0.771084,0.849398,0.86747,0.823858
first_order_markov,艾热 AIR,463,6,457,457,0.9870410367170627,reported,0.299781,0.512035,0.623632,0.452102
first_order_markov,艾福杰尼,347,22,325,325,0.9365994236311239,reported,0.566154,0.701538,0.741538,0.655932
first_order_markov,花生,92,0,92,92,1.0,reported,0.48913,0.673913,0.75,0.612412
first_order_markov,街球帝,39,0,39,39,1.0,reported,0.25641,0.512821,0.641026,0.437815
first_order_markov,西奥,250,6,244,244,0.976,reported,0.512295,0.659836,0.709016,0.618392
first_order_markov,西米,75,0,75,75,1.0,reported,0.493333,0.613333,0.68,0.596231
first_order_markov,许恒PDG,49,0,49,49,1.0,reported,0.530612,0.632653,0.77551,0.642467
first_order_markov,说唱东百人,210,9,201,201,0.9571428571428572,reported,0.437811,0.557214,0.741294,0.554272
first_order_markov,诺米么Lodmemo,117,0,117,117,1.0,reported,0.418803,0.615385,0.735043,0.55581
first_order_markov,谢帝,331,0,331,331,1.0,reported,0.41994,0.622356,0.728097,0.557143
first_order_markov,赣斯特,40,0,40,40,1.0,reported,0.675,0.8,0.85,0.750233
first_order_markov,赵山河,327,2,325,325,0.9938837920489296,reported,0.547692,0.692308,0.76,0.652697
first_order_markov,辉子,312,6,306,306,0.9807692307692307,reported,0.539216,0.666667,0.767974,0.64216
first_order_markov,辛巴,332,8,324,324,0.9759036144578314,reported,0.533951,0.682099,0.756173,0.645369
first_order_markov,连麻Swimming,359,29,330,330,0.9192200557103064,reported,0.457576,0.566667,0.681818,0.561619
first_order_markov,邓典果,384,3,381,381,0.9921875,reported,0.503937,0.674541,0.750656,0.625562
first_order_markov,那吾克热-NW,271,12,259,259,0.955719557195572,reported,0.513514,0.733591,0.822394,0.652042
first_order_markov,那奇沃夫,203,2,201,201,0.9901477832512315,reported,0.323383,0.58209,0.726368,0.498336
first_order_markov,金熙宇,156,0,156,156,1.0,reported,0.608974,0.75,0.865385,0.712559
first_order_markov,金蛇 traphouse,727,3,724,724,0.9958734525447043,reported,0.486188,0.632597,0.725138,0.599432
first_order_markov,阿之,32,0,32,32,1.0,reported,0.375,0.65625,0.75,0.545437
first_order_markov,阿斯巴田,213,10,203,203,0.9530516431924883,reported,0.403941,0.689655,0.743842,0.56753
first_order_markov,阿水YoungBJ,304,2,302,302,0.993421052631579,reported,0.549669,0.688742,0.771523,0.649158
first_order_markov,阿童木,202,2,200,200,0.9900990099009901,reported,0.315,0.475,0.61,0.454327
first_order_markov,隐藏,18,1,17,17,0.9444444444444444,suppressed_below_20_events,,,,
first_order_markov,雲道,240,3,237,237,0.9875,reported,0.485232,0.594937,0.801688,0.602457
first_order_markov,雾都 (Wudu Montana),115,6,109,109,0.9478260869565217,reported,0.568807,0.623853,0.752294,0.644246
first_order_markov,顾帅,159,2,157,157,0.9874213836477987,reported,0.624204,0.77707,0.840764,0.72022
first_order_markov,饺子,319,9,310,310,0.9717868338557993,reported,0.577419,0.709677,0.796774,0.675329
first_order_markov,马思唯,298,2,296,296,0.9932885906040269,reported,0.594595,0.709459,0.800676,0.686535
first_order_markov,鹤无双,56,0,56,56,1.0,reported,0.464286,0.625,0.642857,0.57673
first_order_markov,鹿奇,170,0,170,170,1.0,reported,0.629412,0.717647,0.788235,0.705016
first_order_markov,黄旭,474,46,428,428,0.9029535864978903,reported,0.38785,0.53972,0.628505,0.514438
first_order_markov,黄昭,145,0,145,145,1.0,reported,0.6,0.786207,0.855172,0.710995
first_order_markov,黑螺丝,104,3,101,101,0.9711538461538461,reported,0.405941,0.673267,0.752475,0.553778
first_order_markov,黑麦,271,1,270,270,0.996309963099631,reported,0.414815,0.588889,0.685185,0.54448
first_order_markov,默示船政,506,13,493,493,0.974308300395257,reported,0.563895,0.685598,0.776876,0.662661
first_order_markov,龙井说唱 孙旭,250,0,250,250,1.0,reported,0.592,0.704,0.816,0.684493
first_order_markov,龙井说唱 孙骁,99,2,97,97,0.9797979797979798,reported,0.402062,0.597938,0.742268,0.547038
first_order_markov,龙井说唱益晗,32,0,32,32,1.0,reported,0.375,0.5625,0.84375,0.53631
first_order_markov,龙泽宇,189,5,184,184,0.9735449735449735,reported,0.483696,0.701087,0.766304,0.618425
first_order_markov,龙胆紫,117,1,116,116,0.9914529914529915,reported,0.353448,0.5,0.637931,0.485863
flat_sgd_logistic_context,141,34,0,34,34,1.0,reported,0.470588,0.705882,0.794118,0.617111
flat_sgd_logistic_context,404 Rapper,170,2,168,168,0.9882352941176471,reported,0.565476,0.75,0.809524,0.680398
flat_sgd_logistic_context,APMOZART,151,2,149,149,0.9867549668874173,reported,0.449664,0.651007,0.718121,0.581753
flat_sgd_logistic_context,AR,330,14,316,316,0.9575757575757575,reported,0.572785,0.708861,0.775316,0.671897
flat_sgd_logistic_context,Ansr J,408,19,389,389,0.9534313725490197,reported,0.424165,0.676093,0.750643,0.579842
flat_sgd_logistic_context,Athree,152,2,150,150,0.9868421052631579,reported,0.546667,0.686667,0.813333,0.662446
flat_sgd_logistic_context,Ayo97,17,16,1,1,0.058823529411764705,suppressed_below_20_events,,,,
flat_sgd_logistic_context,Blow Fever,87,0,87,87,1.0,reported,0.494253,0.701149,0.793103,0.620561
flat_sgd_logistic_context,BossWang,89,0,89,89,1.0,reported,0.550562,0.730337,0.775281,0.67015
flat_sgd_logistic_context,Bridge,268,6,262,262,0.9776119402985075,reported,0.385496,0.614504,0.70229,0.538977
flat_sgd_logistic_context,Busta Z,325,1,324,324,0.9969230769230769,reported,0.552469,0.682099,0.780864,0.652976
flat_sgd_logistic_context,C-Block,281,0,281,281,1.0,reported,0.498221,0.718861,0.843416,0.63777
flat_sgd_logistic_context,C-Low,170,6,164,164,0.9647058823529412,reported,0.432927,0.634146,0.72561,0.565817
flat_sgd_logistic_context,CJ BAda$$ (希介),267,0,267,267,1.0,reported,0.58427,0.816479,0.876404,0.715765
flat_sgd_logistic_context,Capper,185,3,182,182,0.9837837837837838,reported,0.527473,0.703297,0.769231,0.647233
flat_sgd_logistic_context,Cayden,92,0,92,92,1.0,reported,0.326087,0.5,0.608696,0.461725
flat_sgd_logistic_context,Cream D,65,3,62,62,0.9538461538461539,reported,0.596774,0.774194,0.774194,0.707634
flat_sgd_logistic_context,DBL.D,144,0,144,144,1.0,reported,0.479167,0.638889,0.729167,0.594933
flat_sgd_logistic_context,Dirty Twinz,264,4,260,260,0.9848484848484849,reported,0.55,0.769231,0.811538,0.680637
flat_sgd_logistic_context,FAC-D12,302,0,302,302,1.0,reported,0.529801,0.708609,0.801325,0.650531
flat_sgd_logistic_context,G Sauce,145,0,145,145,1.0,reported,0.682759,0.841379,0.868966,0.77332
flat_sgd_logistic_context,GAI,444,38,406,406,0.9144144144144144,reported,0.475369,0.672414,0.768473,0.613469
flat_sgd_logistic_context,GALI,368,37,331,331,0.8994565217391305,reported,0.323263,0.595166,0.703927,0.506572
flat_sgd_logistic_context,GNS耀耀,144,2,142,142,0.9861111111111112,reported,0.394366,0.577465,0.704225,0.529338
flat_sgd_logistic_context,Ghost Crew,307,0,307,307,1.0,reported,0.478827,0.628664,0.736156,0.595845
flat_sgd_logistic_context,Gm仙,197,0,197,197,1.0,reported,0.558376,0.690355,0.786802,0.662957
flat_sgd_logistic_context,Green Soldier,50,0,50,50,1.0,reported,0.78,0.9,0.94,0.84869
flat_sgd_logistic_context,HAS,240,4,236,236,0.9833333333333333,reported,0.627119,0.728814,0.813559,0.710617
flat_sgd_logistic_context,Higher Brothers,140,3,137,137,0.9785714285714285,reported,0.467153,0.678832,0.810219,0.609574
flat_sgd_logistic_context,Hotkey金朝,227,0,227,227,1.0,reported,0.39207,0.665198,0.757709,0.563063
flat_sgd_logistic_context,ICE,250,1,249,249,0.996,reported,0.598394,0.75502,0.839357,0.704662
flat_sgd_logistic_context,Ice Paper,406,2,404,404,0.9950738916256158,reported,0.569307,0.75,0.831683,0.684466
flat_sgd_logistic_context,JD,426,43,383,383,0.8990610328638498,reported,0.610966,0.785901,0.848564,0.716168
flat_sgd_logistic_context,Jarstick,595,4,591,591,0.9932773109243698,reported,0.446701,0.671743,0.763113,0.595893
flat_sgd_logistic_context,Jony J,416,2,414,414,0.9951923076923077,reported,0.550725,0.731884,0.821256,0.674228
flat_sgd_logistic_context,KITO,85,1,84,84,0.9882352941176471,reported,0.666667,0.797619,0.880952,0.762373
flat_sgd_logistic_context,KKLUV,176,30,146,146,0.8295454545454546,reported,0.390411,0.60274,0.719178,0.539987
flat_sgd_logistic_context,Kandi 侃迪,474,4,470,470,0.9915611814345991,reported,0.495745,0.687234,0.768085,0.620655
flat_sgd_logistic_context,Kc,494,7,487,487,0.9858299595141701,reported,0.554415,0.724846,0.790554,0.664727
flat_sgd_logistic_context,Kigga,152,8,144,144,0.9473684210526315,reported,0.555556,0.791667,0.847222,0.690375
flat_sgd_logistic_context,KnowKnow,192,0,192,192,1.0,reported,0.416667,0.6875,0.760417,0.582537
flat_sgd_logistic_context,Korn,180,72,108,108,0.6,reported,0.425926,0.712963,0.768519,0.589936
flat_sgd_logistic_context,Kzoo,167,13,154,154,0.9221556886227545,reported,0.597403,0.75974,0.805195,0.698235
flat_sgd_logistic_context,Lil Milk,122,1,121,121,0.9918032786885246,reported,0.487603,0.644628,0.702479,0.592445
flat_sgd_logistic_context,MULA SAKEE,298,1,297,297,0.9966442953020134,reported,0.515152,0.710438,0.771044,0.643323
flat_sgd_logistic_context,Mac Overseas,361,1,360,360,0.997229916897507,reported,0.377778,0.591667,0.705556,0.532083
flat_sgd_logistic_context,Max马俊,160,3,157,157,0.98125,reported,0.566879,0.719745,0.796178,0.674329
flat_sgd_logistic_context,Melo,160,0,160,160,1.0,reported,0.4875,0.70625,0.775,0.621721
flat_sgd_logistic_context,Mengzi,232,1,231,231,0.9956896551724138,reported,0.471861,0.658009,0.74026,0.600784
flat_sgd_logistic_context,Mercy(lago),272,4,268,268,0.9852941176470589,reported,0.518657,0.679104,0.742537,0.635111
flat_sgd_logistic_context,NOTTIBO1,204,3,201,201,0.9852941176470589,reported,0.452736,0.676617,0.771144,0.598735
flat_sgd_logistic_context,Nasty Ray,213,70,143,143,0.6713615023474179,reported,0.538462,0.657343,0.734266,0.636805
flat_sgd_logistic_context,No Fear Family,285,10,275,275,0.9649122807017544,reported,0.516364,0.763636,0.84,0.664422
flat_sgd_logistic_context,Nxmad诺曼得,124,2,122,122,0.9838709677419355,reported,0.540984,0.713115,0.754098,0.657585
flat_sgd_logistic_context,OG Three,275,2,273,273,0.9927272727272727,reported,0.428571,0.622711,0.754579,0.572027
flat_sgd_logistic_context,OWVRO老弟,167,13,154,154,0.9221556886227545,reported,0.474026,0.675325,0.779221,0.613689
flat_sgd_logistic_context,Over$ize,94,1,93,93,0.9893617021276596,reported,0.311828,0.548387,0.688172,0.48658
flat_sgd_logistic_context,PO8,204,0,204,204,1.0,reported,0.392157,0.671569,0.740196,0.55527
flat_sgd_logistic_context,Poorman,70,0,70,70,1.0,reported,0.314286,0.585714,0.657143,0.482631
flat_sgd_logistic_context,ROB93,44,0,44,44,1.0,reported,0.386364,0.681818,0.75,0.546853
flat_sgd_logistic_context,Regi 陈彦希,123,1,122,122,0.991869918699187,reported,0.540984,0.696721,0.819672,0.656652
flat_sgd_logistic_context,Rich4ever,224,2,222,222,0.9910714285714286,reported,0.671171,0.788288,0.842342,0.753242
flat_sgd_logistic_context,S1,113,0,113,113,1.0,reported,0.610619,0.79646,0.849558,0.725702
flat_sgd_logistic_context,SASIOVERLXRD,189,4,185,185,0.9788359788359788,reported,0.578378,0.713514,0.772973,0.671485
flat_sgd_logistic_context,Sbazzo,372,68,304,304,0.8172043010752689,reported,0.641447,0.776316,0.819079,0.731109
flat_sgd_logistic_context,Six City,31,0,31,31,1.0,reported,0.580645,0.870968,0.903226,0.73304
flat_sgd_logistic_context,Sleepycat,103,0,103,103,1.0,reported,0.485437,0.650485,0.718447,0.600851
flat_sgd_logistic_context,Surfosho,81,0,81,81,1.0,reported,0.493827,0.740741,0.777778,0.642503
flat_sgd_logistic_context,TOYOKI,300,4,296,296,0.9866666666666667,reported,0.476351,0.682432,0.733108,0.607775
flat_sgd_logistic_context,TShawn,92,0,92,92,1.0,reported,0.326087,0.5,0.608696,0.461357
flat_sgd_logistic_context,TY,417,1,416,416,0.9976019184652278,reported,0.53125,0.699519,0.78125,0.645667
flat_sgd_logistic_context,Tangoz,461,14,447,447,0.9696312364425163,reported,0.331096,0.606264,0.711409,0.508599
flat_sgd_logistic_context,Tizzy T,358,11,347,347,0.9692737430167597,reported,0.536023,0.688761,0.775216,0.648712
flat_sgd_logistic_context,Toryondacloud,97,0,97,97,1.0,reported,0.484536,0.752577,0.824742,0.640697
flat_sgd_logistic_context,Turbo嗣尧,200,1,199,199,0.995,reported,0.427136,0.683417,0.748744,0.581793
flat_sgd_logistic_context,V.O.B.,139,4,135,135,0.9712230215827338,reported,0.481481,0.607407,0.725926,0.590798
flat_sgd_logistic_context,Vava,554,36,518,518,0.9350180505415162,reported,0.382239,0.656371,0.737452,0.549127
flat_sgd_logistic_context,Wya乌鸦,321,0,321,321,1.0,reported,0.557632,0.781931,0.834891,0.692292
flat_sgd_logistic_context,YOUNG,337,0,337,337,1.0,reported,0.409496,0.596439,0.673591,0.545018
flat_sgd_logistic_context,YOUNGLEGO,146,3,143,143,0.9794520547945206,reported,0.622378,0.727273,0.811189,0.709356
flat_sgd_logistic_context,YoungChigga,251,0,251,251,1.0,reported,0.466135,0.657371,0.749004,0.598457
flat_sgd_logistic_context,YuGo,164,0,164,164,1.0,reported,0.396341,0.597561,0.719512,0.53844
flat_sgd_logistic_context,jinjibewater,240,0,240,240,1.0,reported,0.375,0.625,0.733333,0.537366
