model,artist_label_id,candidate_event_count_before_leakage_filter,leakage_excluded_event_count,leakage_safe_event_count,predicted_event_count,end_to_end_event_coverage,metric_status,top1_accuracy,top3_accuracy,top5_accuracy,mrr
hierarchical_sgd_context,刘柄鑫,372,1,371,371,0.9973118279569892,reported,0.528302,0.690027,0.77628,0.643617
hierarchical_sgd_context,刘聪 (Key.L),309,22,287,287,0.9288025889967637,reported,0.54007,0.74216,0.8223,0.665163
hierarchical_sgd_context,功夫胖,321,0,321,321,1.0,reported,0.523364,0.744548,0.803738,0.65905
hierarchical_sgd_context,卢慈航,228,4,224,224,0.9824561403508771,reported,0.486607,0.65625,0.741071,0.599825
hierarchical_sgd_context,吴晨阳,37,0,37,37,1.0,reported,0.135135,0.540541,0.675676,0.340712
hierarchical_sgd_context,吾人莲花,106,1,105,105,0.9905660377358491,reported,0.571429,0.780952,0.838095,0.688238
hierarchical_sgd_context,呆宝静,178,1,177,177,0.9943820224719101,reported,0.457627,0.683616,0.824859,0.605501
hierarchical_sgd_context,周士爵,985,35,950,950,0.9644670050761421,reported,0.473684,0.642105,0.742105,0.600082
hierarchical_sgd_context,国蛋,340,46,294,294,0.8647058823529412,reported,0.384354,0.646259,0.72449,0.551239
hierarchical_sgd_context,土人儿,129,2,127,127,0.9844961240310077,reported,0.582677,0.80315,0.826772,0.703935
hierarchical_sgd_context,坚强的小黄瓜,354,1,353,353,0.9971751412429378,reported,0.628895,0.756374,0.824363,0.717323
hierarchical_sgd_context,多雷 Swang,391,53,338,338,0.8644501278772379,reported,0.45858,0.680473,0.786982,0.606613
hierarchical_sgd_context,大D,282,10,272,272,0.9645390070921985,reported,0.536765,0.746324,0.841912,0.670367
hierarchical_sgd_context,大傻 (Damnshine),357,8,349,349,0.9775910364145658,reported,0.60745,0.69914,0.799427,0.691419
hierarchical_sgd_context,大狗,275,86,189,189,0.6872727272727273,reported,0.592593,0.772487,0.820106,0.701293
hierarchical_sgd_context,大笑,201,0,201,201,1.0,reported,0.512438,0.701493,0.761194,0.63528
hierarchical_sgd_context,天府事变CDREV,94,0,94,94,1.0,reported,0.308511,0.62766,0.680851,0.500878
hierarchical_sgd_context,姜云升,421,14,407,407,0.9667458432304038,reported,0.41769,0.692875,0.788698,0.57451
hierarchical_sgd_context,嫩桃弟弟,72,0,72,72,1.0,reported,0.777778,0.916667,0.930556,0.846858
hierarchical_sgd_context,孔令奇,137,0,137,137,1.0,reported,0.540146,0.715328,0.80292,0.647806
hierarchical_sgd_context,孙八一,295,49,246,246,0.8338983050847457,reported,0.605691,0.715447,0.760163,0.686107
hierarchical_sgd_context,孤矢,268,26,242,242,0.9029850746268657,reported,0.512397,0.694215,0.752066,0.630414
hierarchical_sgd_context,孩子王jake,26,0,26,26,1.0,reported,0.346154,0.615385,0.692308,0.51195
hierarchical_sgd_context,宝石老舅,260,4,256,256,0.9846153846153847,reported,0.628906,0.839844,0.894531,0.746533
hierarchical_sgd_context,小老虎,501,81,420,420,0.8383233532934131,reported,0.469048,0.654762,0.72619,0.598025
hierarchical_sgd_context,小酷coola,197,0,197,197,1.0,reported,0.441624,0.695431,0.786802,0.602512
hierarchical_sgd_context,小青龙,152,0,152,152,1.0,reported,0.631579,0.717105,0.828947,0.715254
hierarchical_sgd_context,小鸭哥,346,2,344,344,0.9942196531791907,reported,0.543605,0.712209,0.802326,0.661009
hierarchical_sgd_context,廖效浓,117,0,117,117,1.0,reported,0.512821,0.623932,0.769231,0.614866
hierarchical_sgd_context,张千,234,4,230,230,0.9829059829059829,reported,0.7,0.830435,0.882609,0.784167
hierarchical_sgd_context,张大炮,390,8,382,382,0.9794871794871794,reported,0.507853,0.670157,0.767016,0.626681
hierarchical_sgd_context,张愚歌,157,0,157,157,1.0,reported,0.496815,0.636943,0.719745,0.607637
hierarchical_sgd_context,张昊,185,0,185,185,1.0,reported,0.410811,0.686486,0.745946,0.578921
hierarchical_sgd_context,张雪飞,361,8,353,353,0.9778393351800554,reported,0.529745,0.72238,0.807365,0.654028
hierarchical_sgd_context,张颜齐,238,7,231,231,0.9705882352941176,reported,0.558442,0.714286,0.800866,0.666179
hierarchical_sgd_context,弹壳,92,0,92,92,1.0,reported,0.586957,0.771739,0.847826,0.709798
hierarchical_sgd_context,徐真真,286,2,284,284,0.993006993006993,reported,0.475352,0.690141,0.778169,0.608994
hierarchical_sgd_context,恶童,258,2,256,256,0.9922480620155039,reported,0.519531,0.699219,0.792969,0.63833
hierarchical_sgd_context,揽佬,133,5,128,128,0.9624060150375939,reported,0.4375,0.601562,0.671875,0.558686
hierarchical_sgd_context,斯威特,475,4,471,471,0.991578947368421,reported,0.526539,0.713376,0.81104,0.649514
hierarchical_sgd_context,新街口组合,292,56,236,236,0.8082191780821918,reported,0.415254,0.677966,0.758475,0.580694
hierarchical_sgd_context,方仔,219,2,217,217,0.9908675799086758,reported,0.488479,0.672811,0.774194,0.619741
hierarchical_sgd_context,是Triple M,86,0,86,86,1.0,reported,0.372093,0.616279,0.697674,0.514339
hierarchical_sgd_context,望江晴,109,1,108,108,0.9908256880733946,reported,0.37963,0.574074,0.712963,0.527643
hierarchical_sgd_context,木秦,295,2,293,293,0.9932203389830508,reported,0.491468,0.723549,0.802048,0.633734
hierarchical_sgd_context,杀手耗,267,3,264,264,0.9887640449438202,reported,0.496212,0.738636,0.80303,0.648815
hierarchical_sgd_context,李佳隆,298,10,288,288,0.9664429530201343,reported,0.409722,0.659722,0.756944,0.568045
hierarchical_sgd_context,李大奔BENZO,206,2,204,204,0.9902912621359223,reported,0.460784,0.730392,0.838235,0.623219
hierarchical_sgd_context,李尔新,399,5,394,394,0.9874686716791979,reported,0.418782,0.598985,0.713198,0.55474
hierarchical_sgd_context,杨和苏KeyNG,654,72,582,582,0.8899082568807339,reported,0.426117,0.683849,0.785223,0.587893
hierarchical_sgd_context,杨布拉德,274,2,272,272,0.9927007299270073,reported,0.606618,0.783088,0.856618,0.719037
hierarchical_sgd_context,梁维嘉,658,10,648,648,0.9848024316109423,reported,0.537037,0.686728,0.780864,0.647874
hierarchical_sgd_context,梁老师Tsong,203,57,146,146,0.7192118226600985,reported,0.452055,0.657534,0.767123,0.591331
hierarchical_sgd_context,正义感,258,7,251,251,0.9728682170542635,reported,0.462151,0.804781,0.880478,0.643898
hierarchical_sgd_context,武生,140,0,140,140,1.0,reported,0.564286,0.828571,0.957143,0.716828
hierarchical_sgd_context,江旻勋,62,0,62,62,1.0,reported,0.403226,0.629032,0.725806,0.55546
hierarchical_sgd_context,河南说唱之神,283,6,277,277,0.9787985865724381,reported,0.509025,0.685921,0.808664,0.64004
hierarchical_sgd_context,法老,671,146,525,525,0.7824143070044709,reported,0.48,0.721905,0.788571,0.623583
hierarchical_sgd_context,泰格西,135,1,134,134,0.9925925925925926,reported,0.58209,0.723881,0.798507,0.684952
hierarchical_sgd_context,派克特,507,32,475,475,0.9368836291913215,reported,0.376842,0.635789,0.728421,0.53888
hierarchical_sgd_context,滇声气,346,4,342,342,0.9884393063583815,reported,0.432749,0.619883,0.71345,0.566763
hierarchical_sgd_context,满舒克,433,47,386,386,0.8914549653579676,reported,0.562176,0.774611,0.839378,0.687897
hierarchical_sgd_context,热狗,278,12,266,266,0.9568345323741008,reported,0.390977,0.635338,0.695489,0.545044
hierarchical_sgd_context,熊猫涂杰,360,4,356,356,0.9888888888888889,reported,0.570225,0.744382,0.803371,0.681807
hierarchical_sgd_context,爆音Boom,174,1,173,173,0.9942528735632183,reported,0.554913,0.734104,0.815029,0.672565
hierarchical_sgd_context,爽子,683,5,678,678,0.9926793557833089,reported,0.482301,0.679941,0.787611,0.617738
hierarchical_sgd_context,王以太,328,8,320,320,0.975609756097561,reported,0.48125,0.76875,0.846875,0.646169
hierarchical_sgd_context,王嘉尔,27,0,27,27,1.0,reported,0.481481,0.777778,0.814815,0.632937
hierarchical_sgd_context,王晨宇IceCraz,424,12,412,412,0.9716981132075472,reported,0.449029,0.645631,0.752427,0.587988
hierarchical_sgd_context,王齐铭,319,0,319,319,1.0,reported,0.680251,0.786834,0.815047,0.754464
hierarchical_sgd_context,班比 Bambii,253,4,249,249,0.9841897233201581,reported,0.39759,0.566265,0.682731,0.528757
hierarchical_sgd_context,直火帮,380,9,371,371,0.9763157894736842,reported,0.584906,0.762803,0.795148,0.692026
hierarchical_sgd_context,福克斯,397,8,389,389,0.9798488664987406,reported,0.526992,0.799486,0.840617,0.678845
hierarchical_sgd_context,离合,106,3,103,103,0.9716981132075472,reported,0.631068,0.786408,0.834951,0.730779
hierarchical_sgd_context,秃子,345,2,343,343,0.9942028985507246,reported,0.521866,0.696793,0.778426,0.641793
hierarchical_sgd_context,笑男孩,144,0,144,144,1.0,reported,0.388889,0.541667,0.680556,0.5234
hierarchical_sgd_context,红手指,55,1,54,54,0.9818181818181818,reported,0.462963,0.703704,0.777778,0.604542
hierarchical_sgd_context,红狼,72,0,72,72,1.0,reported,0.430556,0.847222,0.888889,0.623513
hierarchical_sgd_context,罗言,227,1,226,226,0.9955947136563876,reported,0.49115,0.650442,0.734513,0.606505
hierarchical_sgd_context,義胜合,46,0,46,46,1.0,reported,0.391304,0.630435,0.73913,0.553552
hierarchical_sgd_context,老黑Black J,47,0,47,47,1.0,reported,0.702128,0.808511,0.851064,0.770634
hierarchical_sgd_context,胡彦斌 TIGER HU,168,2,166,166,0.9880952380952381,reported,0.771084,0.903614,0.909639,0.843895
hierarchical_sgd_context,艾热 AIR,463,6,457,457,0.9870410367170627,reported,0.321663,0.630197,0.733042,0.510237
hierarchical_sgd_context,艾福杰尼,347,22,325,325,0.9365994236311239,reported,0.563077,0.732308,0.796923,0.671621
hierarchical_sgd_context,花生,92,0,92,92,1.0,reported,0.478261,0.695652,0.793478,0.623838
hierarchical_sgd_context,街球帝,39,0,39,39,1.0,reported,0.25641,0.435897,0.589744,0.421993
hierarchical_sgd_context,西奥,250,6,244,244,0.976,reported,0.536885,0.709016,0.766393,0.650748
hierarchical_sgd_context,西米,75,0,75,75,1.0,reported,0.466667,0.586667,0.826667,0.58792
hierarchical_sgd_context,许恒PDG,49,0,49,49,1.0,reported,0.530612,0.693878,0.816327,0.655969
hierarchical_sgd_context,说唱东百人,210,9,201,201,0.9571428571428572,reported,0.452736,0.681592,0.78607,0.605521
hierarchical_sgd_context,诺米么Lodmemo,117,0,117,117,1.0,reported,0.401709,0.717949,0.794872,0.587626
hierarchical_sgd_context,谢帝,331,0,331,331,1.0,reported,0.413897,0.676737,0.773414,0.577437
hierarchical_sgd_context,赣斯特,40,0,40,40,1.0,reported,0.625,0.8,0.85,0.725848
hierarchical_sgd_context,赵山河,327,2,325,325,0.9938837920489296,reported,0.569231,0.72,0.784615,0.675307
hierarchical_sgd_context,辉子,312,6,306,306,0.9807692307692307,reported,0.539216,0.663399,0.764706,0.639771
hierarchical_sgd_context,辛巴,332,8,324,324,0.9759036144578314,reported,0.54321,0.765432,0.854938,0.683712
hierarchical_sgd_context,连麻Swimming,359,29,330,330,0.9192200557103064,reported,0.469697,0.639394,0.754545,0.593323
hierarchical_sgd_context,邓典果,384,3,381,381,0.9921875,reported,0.514436,0.708661,0.761155,0.635796
hierarchical_sgd_context,那吾克热-NW,271,12,259,259,0.955719557195572,reported,0.498069,0.760618,0.84556,0.651904
hierarchical_sgd_context,那奇沃夫,203,2,201,201,0.9901477832512315,reported,0.353234,0.626866,0.726368,0.527915
hierarchical_sgd_context,金熙宇,156,0,156,156,1.0,reported,0.589744,0.782051,0.891026,0.711869
hierarchical_sgd_context,金蛇 traphouse,727,3,724,724,0.9958734525447043,reported,0.487569,0.68232,0.769337,0.62214
hierarchical_sgd_context,阿之,32,0,32,32,1.0,reported,0.34375,0.6875,0.8125,0.544618
hierarchical_sgd_context,阿斯巴田,213,10,203,203,0.9530516431924883,reported,0.399015,0.783251,0.832512,0.606664
hierarchical_sgd_context,阿水YoungBJ,304,2,302,302,0.993421052631579,reported,0.556291,0.738411,0.81457,0.674875
hierarchical_sgd_context,阿童木,202,2,200,200,0.9900990099009901,reported,0.33,0.545,0.655,0.481884
hierarchical_sgd_context,隐藏,18,1,17,17,0.9444444444444444,suppressed_below_20_events,,,,
hierarchical_sgd_context,雲道,240,3,237,237,0.9875,reported,0.485232,0.704641,0.810127,0.633361
hierarchical_sgd_context,雾都 (Wudu Montana),115,6,109,109,0.9478260869565217,reported,0.577982,0.66055,0.779817,0.670731
hierarchical_sgd_context,顾帅,159,2,157,157,0.9874213836477987,reported,0.636943,0.770701,0.866242,0.732805
hierarchical_sgd_context,饺子,319,9,310,310,0.9717868338557993,reported,0.577419,0.748387,0.816129,0.69111
hierarchical_sgd_context,马思唯,298,2,296,296,0.9932885906040269,reported,0.584459,0.719595,0.807432,0.683786
hierarchical_sgd_context,鹤无双,56,0,56,56,1.0,reported,0.464286,0.732143,0.767857,0.62459
hierarchical_sgd_context,鹿奇,170,0,170,170,1.0,reported,0.629412,0.729412,0.817647,0.711549
hierarchical_sgd_context,黄旭,474,46,428,428,0.9029535864978903,reported,0.404206,0.668224,0.724299,0.568245
hierarchical_sgd_context,黄昭,145,0,145,145,1.0,reported,0.57931,0.772414,0.862069,0.698887
hierarchical_sgd_context,黑螺丝,104,3,101,101,0.9711538461538461,reported,0.405941,0.742574,0.831683,0.596627
hierarchical_sgd_context,黑麦,271,1,270,270,0.996309963099631,reported,0.422222,0.707407,0.822222,0.591254
hierarchical_sgd_context,默示船政,506,13,493,493,0.974308300395257,reported,0.567951,0.730223,0.807302,0.681223
hierarchical_sgd_context,龙井说唱 孙旭,250,0,250,250,1.0,reported,0.592,0.748,0.808,0.700376
hierarchical_sgd_context,龙井说唱 孙骁,99,2,97,97,0.9797979797979798,reported,0.412371,0.690722,0.742268,0.572212
hierarchical_sgd_context,龙井说唱益晗,32,0,32,32,1.0,reported,0.40625,0.75,0.8125,0.59561
hierarchical_sgd_context,龙泽宇,189,5,184,184,0.9735449735449735,reported,0.494565,0.684783,0.766304,0.627174
hierarchical_sgd_context,龙胆紫,117,1,116,116,0.9914529914529915,reported,0.353448,0.586207,0.689655,0.510313
hierarchical_sgd_no_source_label,141,34,0,34,34,1.0,reported,0.470588,0.705882,0.794118,0.613866
hierarchical_sgd_no_source_label,404 Rapper,170,2,168,168,0.9882352941176471,reported,0.565476,0.75,0.839286,0.683517
hierarchical_sgd_no_source_label,APMOZART,151,2,149,149,0.9867549668874173,reported,0.456376,0.651007,0.697987,0.583373
hierarchical_sgd_no_source_label,AR,330,14,316,316,0.9575757575757575,reported,0.575949,0.718354,0.772152,0.6781
hierarchical_sgd_no_source_label,Ansr J,408,19,389,389,0.9534313725490197,reported,0.426735,0.66581,0.750643,0.58092
hierarchical_sgd_no_source_label,Athree,152,2,150,150,0.9868421052631579,reported,0.546667,0.693333,0.82,0.662404
hierarchical_sgd_no_source_label,Ayo97,17,16,1,1,0.058823529411764705,suppressed_below_20_events,,,,
hierarchical_sgd_no_source_label,Blow Fever,87,0,87,87,1.0,reported,0.494253,0.735632,0.793103,0.621779
hierarchical_sgd_no_source_label,BossWang,89,0,89,89,1.0,reported,0.550562,0.741573,0.786517,0.670696
hierarchical_sgd_no_source_label,Bridge,268,6,262,262,0.9776119402985075,reported,0.389313,0.610687,0.706107,0.540505
hierarchical_sgd_no_source_label,Busta Z,325,1,324,324,0.9969230769230769,reported,0.555556,0.694444,0.787037,0.65709
hierarchical_sgd_no_source_label,C-Block,281,0,281,281,1.0,reported,0.505338,0.718861,0.846975,0.639698
hierarchical_sgd_no_source_label,C-Low,170,6,164,164,0.9647058823529412,reported,0.439024,0.615854,0.70122,0.569354
hierarchical_sgd_no_source_label,CJ BAda$$ (希介),267,0,267,267,1.0,reported,0.58427,0.820225,0.88015,0.718269
hierarchical_sgd_no_source_label,Capper,185,3,182,182,0.9837837837837838,reported,0.532967,0.697802,0.774725,0.650116
hierarchical_sgd_no_source_label,Cayden,92,0,92,92,1.0,reported,0.326087,0.48913,0.597826,0.4587
hierarchical_sgd_no_source_label,Cream D,65,3,62,62,0.9538461538461539,reported,0.612903,0.774194,0.774194,0.715593
hierarchical_sgd_no_source_label,DBL.D,144,0,144,144,1.0,reported,0.486111,0.631944,0.722222,0.597329
hierarchical_sgd_no_source_label,Dirty Twinz,264,4,260,260,0.9848484848484849,reported,0.576923,0.769231,0.819231,0.694853
hierarchical_sgd_no_source_label,FAC-D12,302,0,302,302,1.0,reported,0.529801,0.731788,0.804636,0.656613
hierarchical_sgd_no_source_label,G Sauce,145,0,145,145,1.0,reported,0.689655,0.834483,0.862069,0.774977
hierarchical_sgd_no_source_label,GAI,444,38,406,406,0.9144144144144144,reported,0.477833,0.665025,0.76601,0.612304
hierarchical_sgd_no_source_label,GALI,368,37,331,331,0.8994565217391305,reported,0.323263,0.589124,0.70997,0.50565
hierarchical_sgd_no_source_label,GNS耀耀,144,2,142,142,0.9861111111111112,reported,0.380282,0.56338,0.711268,0.524636
hierarchical_sgd_no_source_label,Ghost Crew,307,0,307,307,1.0,reported,0.478827,0.641694,0.729642,0.596993
hierarchical_sgd_no_source_label,Gm仙,197,0,197,197,1.0,reported,0.563452,0.705584,0.781726,0.665671
hierarchical_sgd_no_source_label,Green Soldier,50,0,50,50,1.0,reported,0.78,0.9,0.94,0.850024
hierarchical_sgd_no_source_label,HAS,240,4,236,236,0.9833333333333333,reported,0.627119,0.737288,0.813559,0.714055
hierarchical_sgd_no_source_label,Higher Brothers,140,3,137,137,0.9785714285714285,reported,0.481752,0.678832,0.80292,0.615872
hierarchical_sgd_no_source_label,Hotkey金朝,227,0,227,227,1.0,reported,0.38326,0.669604,0.784141,0.558966
hierarchical_sgd_no_source_label,ICE,250,1,249,249,0.996,reported,0.610442,0.75502,0.831325,0.710556
hierarchical_sgd_no_source_label,Ice Paper,406,2,404,404,0.9950738916256158,reported,0.571782,0.752475,0.836634,0.687372
hierarchical_sgd_no_source_label,JD,426,43,383,383,0.8990610328638498,reported,0.618799,0.780679,0.832898,0.717801
hierarchical_sgd_no_source_label,Jarstick,595,4,591,591,0.9932773109243698,reported,0.456853,0.670051,0.764805,0.601501
hierarchical_sgd_no_source_label,Jony J,416,2,414,414,0.9951923076923077,reported,0.55314,0.736715,0.816425,0.677666
hierarchical_sgd_no_source_label,KITO,85,1,84,84,0.9882352941176471,reported,0.642857,0.785714,0.857143,0.74246
hierarchical_sgd_no_source_label,KKLUV,176,30,146,146,0.8295454545454546,reported,0.39726,0.60274,0.726027,0.546209
hierarchical_sgd_no_source_label,Kandi 侃迪,474,4,470,470,0.9915611814345991,reported,0.506383,0.695745,0.778723,0.629618
hierarchical_sgd_no_source_label,Kc,494,7,487,487,0.9858299595141701,reported,0.556468,0.726899,0.800821,0.666712
hierarchical_sgd_no_source_label,Kigga,152,8,144,144,0.9473684210526315,reported,0.569444,0.777778,0.840278,0.695677
hierarchical_sgd_no_source_label,KnowKnow,192,0,192,192,1.0,reported,0.432292,0.682292,0.760417,0.591002
hierarchical_sgd_no_source_label,Korn,180,72,108,108,0.6,reported,0.444444,0.703704,0.768519,0.59752
hierarchical_sgd_no_source_label,Kzoo,167,13,154,154,0.9221556886227545,reported,0.603896,0.753247,0.792208,0.699294
hierarchical_sgd_no_source_label,Lil Milk,122,1,121,121,0.9918032786885246,reported,0.487603,0.644628,0.694215,0.593837
hierarchical_sgd_no_source_label,MULA SAKEE,298,1,297,297,0.9966442953020134,reported,0.511785,0.703704,0.794613,0.642571
hierarchical_sgd_no_source_label,Mac Overseas,361,1,360,360,0.997229916897507,reported,0.369444,0.6,0.725,0.530501
hierarchical_sgd_no_source_label,Max马俊,160,3,157,157,0.98125,reported,0.55414,0.719745,0.802548,0.665908
hierarchical_sgd_no_source_label,Melo,160,0,160,160,1.0,reported,0.5125,0.7,0.78125,0.634315
hierarchical_sgd_no_source_label,Mengzi,232,1,231,231,0.9956896551724138,reported,0.471861,0.65368,0.727273,0.599776
hierarchical_sgd_no_source_label,Mercy(lago),272,4,268,268,0.9852941176470589,reported,0.511194,0.682836,0.75,0.630853
hierarchical_sgd_no_source_label,NOTTIBO1,204,3,201,201,0.9852941176470589,reported,0.452736,0.681592,0.771144,0.59795
hierarchical_sgd_no_source_label,Nasty Ray,213,70,143,143,0.6713615023474179,reported,0.524476,0.671329,0.713287,0.630266
hierarchical_sgd_no_source_label,No Fear Family,285,10,275,275,0.9649122807017544,reported,0.487273,0.76,0.821818,0.645683
hierarchical_sgd_no_source_label,Nxmad诺曼得,124,2,122,122,0.9838709677419355,reported,0.532787,0.713115,0.778689,0.655221
hierarchical_sgd_no_source_label,OG Three,275,2,273,273,0.9927272727272727,reported,0.424908,0.648352,0.754579,0.574983
hierarchical_sgd_no_source_label,OWVRO老弟,167,13,154,154,0.9221556886227545,reported,0.461039,0.694805,0.779221,0.609918
hierarchical_sgd_no_source_label,Over$ize,94,1,93,93,0.9893617021276596,reported,0.301075,0.55914,0.688172,0.47948
hierarchical_sgd_no_source_label,PO8,204,0,204,204,1.0,reported,0.401961,0.661765,0.735294,0.563033
hierarchical_sgd_no_source_label,Poorman,70,0,70,70,1.0,reported,0.285714,0.571429,0.671429,0.463688
hierarchical_sgd_no_source_label,ROB93,44,0,44,44,1.0,reported,0.409091,0.636364,0.772727,0.556667
hierarchical_sgd_no_source_label,Regi 陈彦希,123,1,122,122,0.991869918699187,reported,0.5,0.713115,0.827869,0.639274
hierarchical_sgd_no_source_label,Rich4ever,224,2,222,222,0.9910714285714286,reported,0.666667,0.792793,0.846847,0.753331
hierarchical_sgd_no_source_label,S1,113,0,113,113,1.0,reported,0.619469,0.80531,0.867257,0.730766
hierarchical_sgd_no_source_label,SASIOVERLXRD,189,4,185,185,0.9788359788359788,reported,0.583784,0.713514,0.794595,0.678765
hierarchical_sgd_no_source_label,Sbazzo,372,68,304,304,0.8172043010752689,reported,0.644737,0.773026,0.815789,0.731976
hierarchical_sgd_no_source_label,Six City,31,0,31,31,1.0,reported,0.516129,0.870968,0.903226,0.702395
hierarchical_sgd_no_source_label,Sleepycat,103,0,103,103,1.0,reported,0.485437,0.631068,0.699029,0.598213
hierarchical_sgd_no_source_label,Surfosho,81,0,81,81,1.0,reported,0.493827,0.740741,0.777778,0.643618
hierarchical_sgd_no_source_label,TOYOKI,300,4,296,296,0.9866666666666667,reported,0.466216,0.685811,0.746622,0.606575
hierarchical_sgd_no_source_label,TShawn,92,0,92,92,1.0,reported,0.326087,0.48913,0.597826,0.4587
hierarchical_sgd_no_source_label,TY,417,1,416,416,0.9976019184652278,reported,0.526442,0.694712,0.764423,0.644666
hierarchical_sgd_no_source_label,Tangoz,461,14,447,447,0.9696312364425163,reported,0.328859,0.590604,0.691275,0.508638
hierarchical_sgd_no_source_label,Tizzy T,358,11,347,347,0.9692737430167597,reported,0.533141,0.700288,0.783862,0.648864
hierarchical_sgd_no_source_label,Toryondacloud,97,0,97,97,1.0,reported,0.494845,0.752577,0.835052,0.647457
hierarchical_sgd_no_source_label,Turbo嗣尧,200,1,199,199,0.995,reported,0.41206,0.678392,0.753769,0.57724
hierarchical_sgd_no_source_label,V.O.B.,139,4,135,135,0.9712230215827338,reported,0.481481,0.614815,0.718519,0.591077
hierarchical_sgd_no_source_label,Vava,554,36,518,518,0.9350180505415162,reported,0.3861,0.65251,0.73166,0.551622
hierarchical_sgd_no_source_label,Wya乌鸦,321,0,321,321,1.0,reported,0.551402,0.788162,0.841121,0.689863
hierarchical_sgd_no_source_label,YOUNG,337,0,337,337,1.0,reported,0.403561,0.578635,0.667656,0.539175
hierarchical_sgd_no_source_label,YOUNGLEGO,146,3,143,143,0.9794520547945206,reported,0.622378,0.741259,0.818182,0.711282
hierarchical_sgd_no_source_label,YoungChigga,251,0,251,251,1.0,reported,0.47012,0.657371,0.74502,0.597983
hierarchical_sgd_no_source_label,YuGo,164,0,164,164,1.0,reported,0.390244,0.603659,0.737805,0.538711
hierarchical_sgd_no_source_label,jinjibewater,240,0,240,240,1.0,reported,0.383333,0.625,0.708333,0.538642
hierarchical_sgd_no_source_label,ljz329,127,0,127,127,1.0,reported,0.637795,0.677165,0.76378,0.700755
hierarchical_sgd_no_source_label,neverkilltheape,40,0,40,40,1.0,reported,0.65,0.775,0.775,0.733225
hierarchical_sgd_no_source_label,southsidesamurai,121,0,121,121,1.0,reported,0.454545,0.710744,0.785124,0.612449
hierarchical_sgd_no_source_label,thomeboydontkill,428,5,423,423,0.9883177570093458,reported,0.486998,0.666667,0.744681,0.609592
hierarchical_sgd_no_source_label,zhazha,47,0,47,47,1.0,reported,0.638298,0.765957,0.787234,0.726637
hierarchical_sgd_no_source_label,万赛文,174,4,170,170,0.9770114942528736,reported,0.5,0.652941,0.741176,0.611983
hierarchical_sgd_no_source_label,上官承诺,108,1,107,107,0.9907407407407407,reported,0.457944,0.654206,0.757009,0.601172
hierarchical_sgd_no_source_label,丸,160,25,135,135,0.84375,reported,0.37037,0.637037,0.77037,0.549789
hierarchical_sgd_no_source_label,乃万,320,8,312,312,0.975,reported,0.435897,0.711538,0.772436,0.5935
hierarchical_sgd_no_source_label,九块钱,154,8,146,146,0.948051948051948,reported,0.5,0.712329,0.787671,0.637343
hierarchical_sgd_no_source_label,九维,127,3,124,124,0.9763779527559056,reported,0.41129,0.66129,0.741935,0.57131
hierarchical_sgd_no_source_label,书生,50,0,50,50,1.0,reported,0.36,0.64,0.94,0.569562
hierarchical_sgd_no_source_label,二狗子,104,0,104,104,1.0,reported,0.75,0.855769,0.894231,0.81612
hierarchical_sgd_no_source_label,于漂 eZ Yang Fizz,175,2,173,173,0.9885714285714285,reported,0.34104,0.618497,0.705202,0.513004
hierarchical_sgd_no_source_label,傲傲,246,18,228,228,0.926829268292683,reported,0.513158,0.679825,0.767544,0.629066
hierarchical_sgd_no_source_label,光光 (MC),342,0,342,342,1.0,reported,0.505848,0.663743,0.78655,0.627379
hierarchical_sgd_no_source_label,八口8uck,137,3,134,134,0.9781021897810219,reported,0.529851,0.776119,0.813433,0.671229
hierarchical_sgd_no_source_label,冲天小火煎,103,2,101,101,0.9805825242718447,reported,0.366337,0.574257,0.732673,0.526817
hierarchical_sgd_no_source_label,刀脚,222,0,222,222,1.0,reported,0.599099,0.774775,0.81982,0.709037
hierarchical_sgd_no_source_label,刘柄鑫,372,1,371,371,0.9973118279569892,reported,0.528302,0.690027,0.781671,0.642989
hierarchical_sgd_no_source_label,刘聪 (Key.L),309,22,287,287,0.9288025889967637,reported,0.54007,0.745645,0.829268,0.664736
hierarchical_sgd_no_source_label,功夫胖,321,0,321,321,1.0,reported,0.529595,0.747664,0.806854,0.664263
hierarchical_sgd_no_source_label,卢慈航,228,4,224,224,0.9824561403508771,reported,0.491071,0.642857,0.723214,0.597747
hierarchical_sgd_no_source_label,吴晨阳,37,0,37,37,1.0,reported,0.135135,0.540541,0.675676,0.339509
hierarchical_sgd_no_source_label,吾人莲花,106,1,105,105,0.9905660377358491,reported,0.561905,0.780952,0.838095,0.68337
hierarchical_sgd_no_source_label,呆宝静,178,1,177,177,0.9943820224719101,reported,0.457627,0.672316,0.819209,0.603956
hierarchical_sgd_no_source_label,周士爵,985,35,950,950,0.9644670050761421,reported,0.473684,0.642105,0.736842,0.597945
hierarchical_sgd_no_source_label,国蛋,340,46,294,294,0.8647058823529412,reported,0.384354,0.642857,0.710884,0.549804
hierarchical_sgd_no_source_label,土人儿,129,2,127,127,0.9844961240310077,reported,0.590551,0.811024,0.826772,0.714051
hierarchical_sgd_no_source_label,坚强的小黄瓜,354,1,353,353,0.9971751412429378,reported,0.626062,0.756374,0.827195,0.715295
hierarchical_sgd_no_source_label,多雷 Swang,391,53,338,338,0.8644501278772379,reported,0.461538,0.683432,0.769231,0.607952
